variable,x,y
wc2.0_bio_10m_12,-701.1,1.6467984823975712E-4
wc2.0_bio_10m_12,-684.2736,1.6467984823975712E-4
wc2.0_bio_10m_12,-667.4472000000001,1.6467984823975712E-4
wc2.0_bio_10m_12,-650.6208,1.6467984823975712E-4
wc2.0_bio_10m_12,-633.7944,1.6467984823975712E-4
wc2.0_bio_10m_12,-616.9680000000001,1.6467984823975712E-4
wc2.0_bio_10m_12,-600.1416,1.6467984823975712E-4
wc2.0_bio_10m_12,-583.3152,1.6467984823975712E-4
wc2.0_bio_10m_12,-566.4888,1.6467984823975712E-4
wc2.0_bio_10m_12,-549.6624,1.6467984823975712E-4
wc2.0_bio_10m_12,-532.836,1.6467984823975712E-4
wc2.0_bio_10m_12,-516.0096,1.6467984823975712E-4
wc2.0_bio_10m_12,-499.1832,1.6467984823975712E-4
wc2.0_bio_10m_12,-482.3568,1.6467984823975712E-4
wc2.0_bio_10m_12,-465.5304,1.6467984823975712E-4
wc2.0_bio_10m_12,-448.704,1.6467984823975712E-4
wc2.0_bio_10m_12,-431.8776,1.6467984823975712E-4
wc2.0_bio_10m_12,-415.0512,1.6467984823975712E-4
wc2.0_bio_10m_12,-398.2248,1.6467984823975712E-4
wc2.0_bio_10m_12,-381.3984,1.6467984823975712E-4
wc2.0_bio_10m_12,-364.572,1.6467984823975712E-4
wc2.0_bio_10m_12,-347.7456,1.6467984823975712E-4
wc2.0_bio_10m_12,-330.9192,1.6467984823975712E-4
wc2.0_bio_10m_12,-314.0928,1.6467984823975712E-4
wc2.0_bio_10m_12,-297.2664,1.6467984823975712E-4
wc2.0_bio_10m_12,-280.43999999999994,1.6467984823975712E-4
wc2.0_bio_10m_12,-263.6136,1.6467984823975712E-4
wc2.0_bio_10m_12,-246.78719999999998,1.6467984823975712E-4
wc2.0_bio_10m_12,-229.96079999999995,1.6467984823975712E-4
wc2.0_bio_10m_12,-213.13439999999997,1.6467984823975712E-4
wc2.0_bio_10m_12,-196.308,1.6467984823975712E-4
wc2.0_bio_10m_12,-179.48159999999996,1.6467984823975712E-4
wc2.0_bio_10m_12,-162.65519999999992,1.6467984823975712E-4
wc2.0_bio_10m_12,-145.8288,1.6467984823975712E-4
wc2.0_bio_10m_12,-129.00239999999997,1.6467984823975712E-4
wc2.0_bio_10m_12,-112.17600000000004,1.6467984823975712E-4
wc2.0_bio_10m_12,-95.34960000000001,1.6467984823975712E-4
wc2.0_bio_10m_12,-78.52319999999997,1.6467984823975712E-4
wc2.0_bio_10m_12,-61.69679999999994,1.6467984823975712E-4
wc2.0_bio_10m_12,-44.870399999999904,1.6467984823975712E-4
wc2.0_bio_10m_12,-28.043999999999983,1.6467984823975712E-4
wc2.0_bio_10m_12,-11.217599999999948,1.6467984823975712E-4
wc2.0_bio_10m_12,5.608799999999974,1.663025323068723E-4
wc2.0_bio_10m_12,22.43520000000001,1.712486264295876E-4
wc2.0_bio_10m_12,39.261600000000044,1.7631320224609226E-4
wc2.0_bio_10m_12,56.08800000000008,1.8149809329770505E-4
wc2.0_bio_10m_12,72.9144,1.8680511857382953E-4
wc2.0_bio_10m_12,89.74080000000004,1.9223611161578447E-4
wc2.0_bio_10m_12,106.56720000000007,1.9779287686105818E-4
wc2.0_bio_10m_12,123.3936000000001,2.0347724785096943E-4
wc2.0_bio_10m_12,140.22000000000014,2.0929098536726087E-4
wc2.0_bio_10m_12,157.04639999999995,2.1523587929550558E-4
wc2.0_bio_10m_12,173.87279999999998,2.2131371952127665E-4
wc2.0_bio_10m_12,190.69920000000002,2.2752622317057103E-4
wc2.0_bio_10m_12,207.52560000000005,2.3387516557704657E-4
wc2.0_bio_10m_12,224.3520000000001,2.4036223476286978E-4
wc2.0_bio_10m_12,241.17840000000012,2.4698913330212235E-4
wc2.0_bio_10m_12,258.00480000000005,2.5375752011314034E-4
wc2.0_bio_10m_12,274.8312000000001,2.6066909777000546E-4
wc2.0_bio_10m_12,291.6576000000001,2.677254378795624E-4
wc2.0_bio_10m_12,308.48400000000004,2.749281411524862E-4
wc2.0_bio_10m_12,325.3104000000002,2.8227880829945207E-4
wc2.0_bio_10m_12,342.1368000000001,2.897789527196437E-4
wc2.0_bio_10m_12,358.96320000000026,2.9743005870841444E-4
wc2.0_bio_10m_12,375.7896000000002,3.0523366876877844E-4
wc2.0_bio_10m_12,392.6159999999999,3.1319112167693675E-4
wc2.0_bio_10m_12,409.4424,3.213038726244122E-4
wc2.0_bio_10m_12,426.26879999999994,3.2957326038740575E-4
wc2.0_bio_10m_12,443.0952000000001,3.38000594638288E-4
wc2.0_bio_10m_12,459.9216,3.465871559455991E-4
