"origName","decimalLongitude","decimalLatitude","year","database","acceptName","name","longitude","latitude","ID"
"Paspalum dilatatum",29.29167,-27.6166,1991,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.29167,-27.6166,1022
"Paspalum dilatatum",29.3,-27.3,1991,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3,-27.3,1023
"Paspalum dilatatum",29.30694,-30.4983,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.30694,-30.4983,1024
"Paspalum dilatatum",29.31417,-30.0952,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.31417,-30.0952,1025
"Paspalum dilatatum",29.3141708374023,-30.0952796936035,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3141708374023,-30.0952796936035,1026
"Paspalum dilatatum",29.315,-28.4983,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.315,-28.4983,1027
"Paspalum dilatatum",29.3180599212646,-28.0361099243164,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3180599212646,-28.0361099243164,1028
"Paspalum dilatatum",29.31806,-28.0361,1966,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.31806,-28.0361,1029
"Paspalum dilatatum",29.325,-27.5333,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.325,-27.5333,1030
"Paspalum dilatatum",29.33333,-27.375,1991,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.33333,-27.375,1031
"Paspalum dilatatum",29.34167,-27.875,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.34167,-27.875,1032
"Paspalum dilatatum",29.3425,-28.5102,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3425,-28.5102,1033
"Paspalum dilatatum",29.34833,-28.5211,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.34833,-28.5211,1034
"Paspalum dilatatum",29.35194,-28.3816,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.35194,-28.3816,1035
"Paspalum dilatatum",29.3519401550293,-28.3816699981689,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3519401550293,-28.3816699981689,1036
"Paspalum dilatatum",29.3569393157959,-29.7544403076172,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3569393157959,-29.7544403076172,1037
"Paspalum dilatatum",29.35694,-29.7544,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.35694,-29.7544,1038
"Paspalum dilatatum",29.35833,-27.425,1991,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.35833,-27.425,1039
"Paspalum dilatatum",29.35917,-30.55,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.35917,-30.55,1040
"Paspalum dilatatum",29.3591709136963,-30.5499992370605,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3591709136963,-30.5499992370605,1041
"Paspalum dilatatum",29.36444,-30.7952,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.36444,-30.7952,1042
"Paspalum dilatatum",29.3644409179688,-30.795280456543,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3644409179688,-30.795280456543,1043
"Paspalum dilatatum",29.36583,-28.518,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.36583,-28.518,1044
"Paspalum dilatatum",29.36667,-27.8916,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.36667,-27.8916,1045
"Paspalum dilatatum",29.36917,-29.7255,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.36917,-29.7255,1046
"Paspalum dilatatum",29.375,-31.375,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-31.375,1047
"Paspalum dilatatum",29.375,-29.875,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-29.875,1048
"Paspalum dilatatum",29.375,-29.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-29.625,1049
"Paspalum dilatatum",29.375,-29.125,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-29.125,1050
"Paspalum dilatatum",29.375,-28.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-28.625,1051
"Paspalum dilatatum",29.375,-27.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-27.625,1052
"Paspalum dilatatum",29.375,-27.6166,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-27.6166,1053
"Paspalum dilatatum",29.375,-26.125,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-26.125,1054
"Paspalum dilatatum",29.375,-25.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-25.625,1055
"Paspalum dilatatum",29.375,-24.125,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.375,-24.125,1056
"Paspalum dilatatum",29.38611,-30.8033,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.38611,-30.8033,1057
"Paspalum dilatatum",29.39167,-27.9666,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.39167,-27.9666,1058
"Paspalum dilatatum",29.39278,-29.9316,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.39278,-29.9316,1059
"Paspalum dilatatum",29.3927803039551,-29.9316692352295,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.3927803039551,-29.9316692352295,1060
"Paspalum dilatatum",29.39583,-29.7933,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.39583,-29.7933,1061
"Paspalum dilatatum",29.4,-27.675,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4,-27.675,1062
"Paspalum dilatatum",29.41,-28.5416,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.41,-28.5416,1063
"Paspalum dilatatum",29.4166698455811,-30.5088901519775,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4166698455811,-30.5088901519775,1064
"Paspalum dilatatum",29.41667,-30.5088,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.41667,-30.5088,1065
"Paspalum dilatatum",29.41972,-29.0802,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.41972,-29.0802,1066
"Paspalum dilatatum",29.42,-26.18,1998,"SAPIA","Paspalum dilatatum","Paspalum dilatatum",29.42,-26.18,1067
"Paspalum dilatatum",29.4205551147461,-26.1777782440186,1998,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4205551147461,-26.1777782440186,1068
"Paspalum dilatatum",29.42056,-26.1777,1998,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.42056,-26.1777,1069
"Paspalum dilatatum",29.421,-29.07,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.421,-29.07,1070
"Paspalum dilatatum",29.42111,-29.0713,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.42111,-29.0713,1071
"Paspalum dilatatum",29.425,-27.3666,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.425,-27.3666,1072
"Paspalum dilatatum",29.432,-31.63,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.432,-31.63,1073
"Paspalum dilatatum",29.43278,-28.3811,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43278,-28.3811,1074
"Paspalum dilatatum",29.433,-29.39,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.433,-29.39,1075
"Paspalum dilatatum",29.43333,-29.3933,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43333,-29.3933,1076
"Paspalum dilatatum",29.434,-29.05,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.434,-29.05,1077
"Paspalum dilatatum",29.43417,-29.055,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43417,-29.055,1078
"Paspalum dilatatum",29.43444,-29.0569,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43444,-29.0569,1079
"Paspalum dilatatum",29.43778,-29.8011,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43778,-29.8011,1080
"Paspalum dilatatum",29.43805,-28.4875,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.43805,-28.4875,1081
"Paspalum dilatatum",29.44861,-28.5116,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.44861,-28.5116,1082
"Paspalum dilatatum",29.45,-27.9416,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45,-27.9416,1083
"Paspalum dilatatum",29.45,-27.5916,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45,-27.5916,1084
"Paspalum dilatatum",29.45472,-29.8383,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45472,-29.8383,1085
"Paspalum dilatatum",29.45833,-27.2833,1991,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45833,-27.2833,1086
"Paspalum dilatatum",29.4591693878174,-28.208890914917,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4591693878174,-28.208890914917,1087
"Paspalum dilatatum",29.45917,-28.2088,1966,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45917,-28.2088,1088
"Paspalum dilatatum",29.45972,-29.8308,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.45972,-29.8308,1089
"Paspalum dilatatum",29.46056,-31.663,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.46056,-31.663,1090
"Paspalum dilatatum",29.46333,-28.9305,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.46333,-28.9305,1091
"Paspalum dilatatum",29.47111,-28.4508,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.47111,-28.4508,1092
"Paspalum dilatatum",29.47417,-30.3725,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.47417,-30.3725,1093
"Paspalum dilatatum",29.4741706848145,-30.3724994659424,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4741706848145,-30.3724994659424,1094
"Paspalum dilatatum",29.48333,-27.9416,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.48333,-27.9416,1095
"Paspalum dilatatum",29.48333,-27.775,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.48333,-27.775,1096
"Paspalum dilatatum",29.48944,-30.268,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.48944,-30.268,1097
"Paspalum dilatatum",29.4894409179688,-30.2680606842041,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4894409179688,-30.2680606842041,1098
"Paspalum dilatatum",29.49167,-27.5666,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.49167,-27.5666,1099
"Paspalum dilatatum",29.49389,-29.695,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.49389,-29.695,1100
"Paspalum dilatatum",29.49472,-29.7908,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.49472,-29.7908,1101
"Paspalum dilatatum",29.4947204589844,-29.7908306121826,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.4947204589844,-29.7908306121826,1102
"Paspalum dilatatum",29.49667,-28.4941,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.49667,-28.4941,1103
"Paspalum dilatatum",29.5,-31.5833339691162,1998,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.5,-31.5833339691162,1104
"Paspalum dilatatum",29.5,-31.5833,1998,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.5,-31.5833,1105
"Paspalum dilatatum",29.5,-31.58,1998,"SAPIA","Paspalum dilatatum","Paspalum dilatatum",29.5,-31.58,1106
"Paspalum dilatatum",29.5,-28.31,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.5,-28.31,1107
"Paspalum dilatatum",29.50083,-28.3144,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.50083,-28.3144,1108
"Paspalum dilatatum",29.50167,-28.3144,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.50167,-28.3144,1109
"Paspalum dilatatum",29.50972,-29.4816,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.50972,-29.4816,1110
"Paspalum dilatatum",29.50972,-28.4983,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.50972,-28.4983,1111
"Paspalum dilatatum",29.51889,-29.578,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.51889,-29.578,1112
"Paspalum dilatatum",29.52472,-28.3216,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.52472,-28.3216,1113
"Paspalum dilatatum",29.525,-29.7488,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.525,-29.7488,1114
"Paspalum dilatatum",29.525,-27.625,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.525,-27.625,1115
"Paspalum dilatatum",29.53028,-29.728,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.53028,-29.728,1116
"Paspalum dilatatum",29.5305595397949,-29.6816692352295,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.5305595397949,-29.6816692352295,1117
"Paspalum dilatatum",29.53056,-29.6816,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.53056,-29.6816,1118
"Paspalum dilatatum",29.53528,-28.3275,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.53528,-28.3275,1119
"Paspalum dilatatum",29.536,-31.06,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.536,-31.06,1120
"Paspalum dilatatum",29.538,-31.06,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.538,-31.06,1121
"Paspalum dilatatum",29.54222,-29.7061,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.54222,-29.7061,1122
"Paspalum dilatatum",29.54361,-28.2341,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.54361,-28.2341,1123
"Paspalum dilatatum",29.548,-31,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.548,-31,1124
"Paspalum dilatatum",29.55389,-29.6636,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.55389,-29.6636,1125
"Paspalum dilatatum",29.56139,-29.4883,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.56139,-29.4883,1126
"Paspalum dilatatum",29.56889,-29.6038,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.56889,-29.6038,1127
"Paspalum dilatatum",29.57111,-28.4038,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.57111,-28.4038,1128
"Paspalum dilatatum",29.57528,-29.6319,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.57528,-29.6319,1129
"Paspalum dilatatum",29.57528,-29.1388,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.57528,-29.1388,1130
"Paspalum dilatatum",29.57556,-29.1475,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.57556,-29.1475,1131
"Paspalum dilatatum",29.58278,-29.328,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.58278,-29.328,1132
"Paspalum dilatatum",29.58556,-29.3238,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.58556,-29.3238,1133
"Paspalum dilatatum",29.58695,-30.9277,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.58695,-30.9277,1134
"Paspalum dilatatum",29.5897197723389,-26.2861099243164,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.5897197723389,-26.2861099243164,1135
"Paspalum dilatatum",29.58972,-26.2861,1945,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.58972,-26.2861,1136
"Paspalum dilatatum",29.59278,-28.5952,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59278,-28.5952,1137
"Paspalum dilatatum",29.59278,-28.3455,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59278,-28.3455,1138
"Paspalum dilatatum",29.59417,-28.373,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59417,-28.373,1139
"Paspalum dilatatum",29.59472,-29.8111,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59472,-29.8111,1140
"Paspalum dilatatum",29.59583,-29.3366,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59583,-29.3366,1141
"Paspalum dilatatum",29.59583,-28.3366,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59583,-28.3366,1142
"Paspalum dilatatum",29.598,-31.09,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.598,-31.09,1143
"Paspalum dilatatum",29.59972,-30.858,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.59972,-30.858,1144
"Paspalum dilatatum",29.6069393157959,-29.5636100769043,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6069393157959,-29.5636100769043,1145
"Paspalum dilatatum",29.60694,-29.5636,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.60694,-29.5636,1146
"Paspalum dilatatum",29.609,-31.1,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.609,-31.1,1147
"Paspalum dilatatum",29.609,-30.89,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.609,-30.89,1148
"Paspalum dilatatum",29.61083,-28.8658,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.61083,-28.8658,1149
"Paspalum dilatatum",29.61528,-28.3905,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.61528,-28.3905,1150
"Paspalum dilatatum",29.61889,-28.3955,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.61889,-28.3955,1151
"Paspalum dilatatum",29.61972,-29.7777,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.61972,-29.7777,1152
"Paspalum dilatatum",29.62306,-29.7997,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.62306,-29.7997,1153
"Paspalum dilatatum",29.625,-31.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.625,-31.625,1154
"Paspalum dilatatum",29.625,-29.125,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.625,-29.125,1155
"Paspalum dilatatum",29.625,-28.875,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.625,-28.875,1156
"Paspalum dilatatum",29.625,-26.625,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.625,-26.625,1157
"Paspalum dilatatum",29.62583,-28.4041,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.62583,-28.4041,1158
"Paspalum dilatatum",29.62667,-31.1177,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.62667,-31.1177,1159
"Paspalum dilatatum",29.63056,-28.4366,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.63056,-28.4366,1160
"Paspalum dilatatum",29.63195,-28.215,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.63195,-28.215,1161
"Paspalum dilatatum",29.63333,-27.9083,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.63333,-27.9083,1162
"Paspalum dilatatum",29.63556,-28.4358,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.63556,-28.4358,1163
"Paspalum dilatatum",29.64,-29.1925,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.64,-29.1925,1164
"Paspalum dilatatum",29.64222,-28.2805,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.64222,-28.2805,1165
"Paspalum dilatatum",29.64278,-29.1225,1945,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.64278,-29.1225,1166
"Paspalum dilatatum",29.6427803039551,-29.1224994659424,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6427803039551,-29.1224994659424,1167
"Paspalum dilatatum",29.65,-29.84,2009,"SAPIA","Paspalum dilatatum","Paspalum dilatatum",29.65,-29.84,1168
"Paspalum dilatatum",29.65,-27.6666,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65,-27.6666,1169
"Paspalum dilatatum",29.65222,-29.8361,2009,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65222,-29.8361,1170
"Paspalum dilatatum",29.6522216796875,-29.8361110687256,2009,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6522216796875,-29.8361110687256,1171
"Paspalum dilatatum",29.65333,-28.2275,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65333,-28.2275,1172
"Paspalum dilatatum",29.65417,-28.5255,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65417,-28.5255,1173
"Paspalum dilatatum",29.65611,-29.8047,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65611,-29.8047,1174
"Paspalum dilatatum",29.65694,-28.2741,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.65694,-28.2741,1175
"Paspalum dilatatum",29.66472,-30.118,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.66472,-30.118,1176
"Paspalum dilatatum",29.6647205352783,-30.1180591583252,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6647205352783,-30.1180591583252,1177
"Paspalum dilatatum",29.67167,-28.2508,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.67167,-28.2508,1178
"Paspalum dilatatum",29.675,-28.2552,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.675,-28.2552,1179
"Paspalum dilatatum",29.68,-29.52,2011,"SAPIA","Paspalum dilatatum","Paspalum dilatatum",29.68,-29.52,1180
"Paspalum dilatatum",29.68139,-28.2411,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.68139,-28.2411,1181
"Paspalum dilatatum",29.6816673278809,-29.5152778625488,2011,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6816673278809,-29.5152778625488,1182
"Paspalum dilatatum",29.68167,-29.5152,2011,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.68167,-29.5152,1183
"Paspalum dilatatum",29.68667,-29.6369,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.68667,-29.6369,1184
"Paspalum dilatatum",29.6875,-29.9077,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6875,-29.9077,1185
"Paspalum dilatatum",29.69167,-30.4613,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.69167,-30.4613,1186
"Paspalum dilatatum",29.69278,-29.6369,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.69278,-29.6369,1187
"Paspalum dilatatum",29.6970691680908,-28.9990406036377,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.6970691680908,-28.9990406036377,1188
"Paspalum dilatatum",29.69707,-28.999,1944,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.69707,-28.999,1189
"Paspalum dilatatum",29.69944,-28.055,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.69944,-28.055,1190
"Paspalum dilatatum",29.70361,-29.5416,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.70361,-29.5416,1191
"Paspalum dilatatum",29.705,-29.0069,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.705,-29.0069,1192
"Paspalum dilatatum",29.7075,-28.5922,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.7075,-28.5922,1193
"Paspalum dilatatum",29.70833,-27.8,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.70833,-27.8,1194
"Paspalum dilatatum",29.71667,-27.5333,1992,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.71667,-27.5333,1195
"Paspalum dilatatum",29.71778,-29.3183,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.71778,-29.3183,1196
"Paspalum dilatatum",29.71944,-29.9116,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.71944,-29.9116,1197
"Paspalum dilatatum",29.71944,-28.2316,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.71944,-28.2316,1198
"Paspalum dilatatum",29.721,-30.85,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.721,-30.85,1199
"Paspalum dilatatum",29.72195,-29.913,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.72195,-29.913,1200
"Paspalum dilatatum",29.72278,-30.8527,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.72278,-30.8527,1201
"Paspalum dilatatum",29.72667,-29.318,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.72667,-29.318,1202
"Paspalum dilatatum",29.73,-30.2538,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.73,-30.2538,1203
"Paspalum dilatatum",29.73056,-29.2719,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.73056,-29.2719,1204
"Paspalum dilatatum",29.73389,-28.015,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.73389,-28.015,1205
"Paspalum dilatatum",29.73917,-28.6727,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.73917,-28.6727,1206
"Paspalum dilatatum",29.7397193908691,-29.4724998474121,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.7397193908691,-29.4724998474121,1207
"Paspalum dilatatum",29.73972,-29.4725,1962,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.73972,-29.4725,1208
"Paspalum dilatatum",29.74195,-29.4763,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.74195,-29.4763,1209
"Paspalum dilatatum",29.745,-28.0136,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.745,-28.0136,1210
"Paspalum dilatatum",29.74583,-29.6375,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.74583,-29.6375,1211
"Paspalum dilatatum",29.74611,-29.7205,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.74611,-29.7205,1212
"Paspalum dilatatum",29.76167,-29.9972,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.76167,-29.9972,1213
"Paspalum dilatatum",29.76417,-29.6416,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.76417,-29.6416,1214
"Paspalum dilatatum",29.7669448852539,-29.8022212982178,2011,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.7669448852539,-29.8022212982178,1215
"Paspalum dilatatum",29.76695,-29.8022,2011,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.76695,-29.8022,1216
"Paspalum dilatatum",29.76806,-28.1036,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.76806,-28.1036,1217
"Paspalum dilatatum",29.77,-30.8405,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.77,-30.8405,1218
"Paspalum dilatatum",29.77,-29.8,2011,"SAPIA","Paspalum dilatatum","Paspalum dilatatum",29.77,-29.8,1219
"Paspalum dilatatum",29.7725,-30.278,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.7725,-30.278,1220
"Paspalum dilatatum",29.777,-31.19,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.777,-31.19,1221
"Paspalum dilatatum",29.78333,-26.6833,1993,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.78333,-26.6833,1222
"Paspalum dilatatum",29.78694,-29.6291,NA,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.78694,-29.6291,1223
"Paspalum dilatatum",29.788,-31.19,1997,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.788,-31.19,1224
"Paspalum dilatatum",29.78861,-28.0383,1995,"SANBI","Paspalum dilatatum","Paspalum dilatatum",29.78861,-28.0383,1225
