origName,decimalLongitude,decimalLatitude,year,database,acceptName
Paspalum dilatatum,143.6688,-37.5496000368375,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.671,-37.5676000368563,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6723,-37.5683000368571,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6736,-38.4791000377612,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6747,-37.5250000368116,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.676,-37.5647000368533,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6763,-38.5736000378492,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6764,-37.3700000366471,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6769,-37.5496000368375,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6802,-37.5626000368511,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6813,-38.4086000376948,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6815,-37.6416000369335,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6821,-38.4087000376949,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6822,-38.4100000376961,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6831,-37.5604000368488,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.685,-35.7344000347492,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6869,-37.9069000372049,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6885,-38.3978000376846,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6916,-36.160500035271,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6924,-38.2145000375089,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.693,-37.6352000369268,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6952,-37.6339000369255,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.6962,-37.3861000366643,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7,-38.3000000375914,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7,-37.2000000364635,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7001,-37.4934000367783,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7015,-38.3779000376657,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7025,-38.4164000377022,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7035,-38.4749000377572,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7036,-37.3584000366347,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.704,-37.5261000368128,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7059,-37.6165000369074,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7073,-37.5493000368371,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7074,-37.5565000368447,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7082,-37.5266000368133,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7085,-37.5290000368158,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7085,-37.3292000366033,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7092,-37.387700036666,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7099,-38.4176000377033,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7104,-37.3823000366603,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7122,-37.8883000371861,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7126,-37.359600036636,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7142,-38.4150000377009,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7152,-37.3636000366403,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7156,-37.355900036632,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7158,-37.3702000366473,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7167,-36.1667,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.718,-36.1650000352764,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7181,-38.3156000376063,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7217,-38.3122000376031,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7225,-37.8879000371857,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.723,-38.4618000377449,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7254,-36.073500035166,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7261,-37.5783000368675,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7261,-37.4663000367496,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7277,-37.5805000368698,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7279,-38.4777000377598,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7287,-37.2084000364727,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7311,-37.5861000368757,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7347,-36.1261000352296,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7352,-36.1388000352449,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7374,-36.0800000351739,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7375,-37.8033000370999,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7376,-37.3554000366315,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7386,-37.3548000366308,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7417,-37.993900037292,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7425,-36.0607000351505,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7478,-38.4771000377593,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7486,-37.388600036667,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7506,-38.3784000376662,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7513,-36.090000035186,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.753,-37.5084000367941,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7564,-37.5590000368473,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7566,-38.3434000376329,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7567,-38.3302000376203,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7601,-38.3117000376026,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7608,-36.1461000352537,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7638,-37.5798000368691,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7662,-38.4327000377175,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7674,-38.4765000377587,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7715,-38.2829000375749,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7733,-38.4028000376893,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7733,-38.3201000376106,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.775,-37.5502000368381,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7783,-37.5380000368253,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7803,-36.0994000351973,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7844,-38.4345000377193,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7844,-35.9575000350247,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7847,-38.4569000377403,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.785,-37.6911000369848,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.789,-37.3625000366391,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7916,-37.3546000366306,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7916,-36.154700035264,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7919,-38.4431000377273,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.793,-37.2733000365431,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7938,-35.9830000350559,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7981,-37.5884000368781,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7988,-37.3556000366317,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.799,-37.5365000368237,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.7996,-38.2665000375592,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-38.1000000373971,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-37.8000000370965,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-37.5000000367853,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-37.2000000364635,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-37.100000036354,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-37.0000000362433,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8,-36.0676000351588,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8009,-38.3190000376096,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8013,-35.931600034993,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8044,-37.0938000363471,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8054,-38.4482000377322,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8059,-37.5407000368281,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8062,-38.2407000375343,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8094,-37.5366000368238,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8098,-38.4146000377005,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8138,-38.2358000375295,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8142,-38.3401000376297,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8185,-37.5642000368528,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.823,-37.5469000368346,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8238,-38.4237000377091,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8244,-37.5169000368031,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8255,-37.5422000368297,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8261,-36.0099000350887,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8264,-38.3073000375984,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8266,-37.4207000367012,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8271,-37.4654000367487,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8271,-35.7750000347997,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8272,-35.7896000348178,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8273,-35.7839000348108,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8283,-37.460000036743,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8293,-37.4042000366836,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8296,-35.8073000348398,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8319,-38.3250000376153,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8326,-37.3859000366641,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.833,-38.401400037688,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.833,-37.5497000368376,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8333,-37.933900037232,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8333,-37.645000036937,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8339,-38.2870000375789,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8341,-37.6533000369456,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8342,-38.3345000376244,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8344,-37.4750000367589,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8348,-38.3124000376032,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8348,-37.2266000364925,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8351,-38.4259000377112,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8356,-38.2738000375662,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8366,-37.4637000367469,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8367,-38.2621000375549,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8368,-38.4260000377113,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8375,-35.6733000346729,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8402,-37.4809000367651,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8402,-37.4465000367286,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8408,-38.2347000375285,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.841,-37.3748000366522,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8412,-36.1670000352788,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8414,-37.4639000367471,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8418,-37.4383000367199,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8422,-37.4606000367436,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8427,-37.4511000367335,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8432,-38.3678000376561,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8434,-37.4623000367454,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8436,-38.4185000377042,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8438,-37.4126000366926,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8439,-37.4283000367093,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8442,-38.3071000375982,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8452,-38.2031000374978,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8454,-37.4765000367604,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8456,-38.1859000374811,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8458,-38.6569000379258,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8465,-37.4150000366952,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.847,-37.4617000367448,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8476,-38.394000037681,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.848,-37.5769000368661,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8484,-38.4190000377046,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8486,-37.5872000368768,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8486,-37.4819000367661,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8487,-37.6735000369666,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8491,-37.4738000367576,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8499,-37.4522000367347,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8511,-37.4330000367143,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8513,-35.4483000343886,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8521,-38.1598000374557,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8534,-37.4536000367362,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8535,-37.3791000366568,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8539,-38.4064000376927,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8543,-37.3750000366525,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8545,-37.4885000367731,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8548,-37.3702000366473,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8549,-37.4466000367287,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.856,-37.3906000366691,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8567,-37.4888000367734,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8587,-37.4937000367786,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.858737,-34.3562230329418,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8588,-37.4907000367754,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.859,-37.3768000366544,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8591,-37.5127000367986,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8601,-38.3219000376123,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8602,-38.3770000376648,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8603,-37.3968000366758,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8605,-37.4900000367747,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8617,-37.3912000366698,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8625,-37.5137000367997,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8627,-37.4847000367691,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8631,-38.6620000379304,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8632,-38.3611000376497,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8636,-37.5158000368019,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8646,-37.5107000367965,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8656,-37.5053000367909,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8667,-35.7,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8667,-35.4833,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8671,-37.4974000367825,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8677,-37.5093000367951,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8679,-37.4935000367784,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8683,-36.2168000353386,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8691,-37.5011000367864,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8747,-37.5042000367897,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.875,-35.5081000344646,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8799,-37.5138000367998,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8829,-37.5259000368126,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8831,-37.1430000364012,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8839,-37.5017000367871,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8844,-37.5156000368017,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8847,-37.1021000363563,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8852,-37.5769000368661,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8876,-37.5071000367928,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8877,-37.5866000368762,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8888,-37.4386000367203,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8892,-37.5170000368032,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8894,-37.5877000368774,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8899,-38.6376000379081,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8916,-38.6329000379038,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8927,-37.5158000368019,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8975,-37.8602000371577,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.8994,-38.6273000378987,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9,-37.8000000370965,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9,-37.100000036354,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9,-37.0000000362433,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9013,-38.5986000378722,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9013,-37.6386000369304,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9038,-37.5452000368328,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9041,-37.7169000370114,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9063,-37.8841000371819,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9064,-37.884200037182,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.912,-37.9022000372001,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9133,-37.6272000369185,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9169,-37.5338000368209,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.918,-37.4650000367483,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.918,-35.4983000344522,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9287,-37.9433000372414,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9341,-37.5055000367911,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9347,-38.5069000377872,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9347,-35.715000034725,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9363,-37.6847000369781,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9408,-37.9764000372746,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9458,-38.3694000376576,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9461,-37.4426000367245,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9491,-37.7800000370761,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.95,-35.8333,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.95,-35.7167,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9511,-36.1777000352917,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9575,-35.5088000344655,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9597,-35.8316000348698,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9619,-37.7523000370477,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9621,-37.7527000370482,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9659,-38.5356000378139,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9665,-38.5407000378186,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9678,-37.1038000363582,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.968,-35.5316000344944,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9711,-38.2494000375427,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9713,-37.7606000370562,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9744,-37.9549000372531,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9758,-38.5261000378051,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9763,-37.6917000369854,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9788,-37.0480000362966,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.983,-38.5511000378283,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9863,-38.5192000377986,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9888,-38.239400037533,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9905,-37.6336000369252,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,143.9925,-38.1483000374444,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144,-38.1000000373971,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144,-36.7000000359046,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0012,-38.2388000375324,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0025,-38.2352000375289,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0138,-37.6761000369693,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0143,-37.4809000367651,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.018,-38.4819000377638,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.023,-38.2863000375782,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0286,-38.2911000375828,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0305,-38.2947000375863,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0386,-37.8100000371067,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0416,-35.6197000346056,NA,GBIF,Paspalum dilatatum Poir.
Paspalum dilatatum,144.0438,-38.4547000377383,NA,GBIF,Paspalum dilatatum Poir.
