Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.96318E-6,0.000396318,0.033741377,1,0,0
6.1695E-6,0.001013268,0.05202951,0.999922768,0,0
1.73174E-5,0.00274501,0.139275064,0.999845536,0.000306843,0
1.73174E-5,0.222676271,0.139275064,0.990037071,0.004909481,0.003680982
1.73174E-5,0.300604685,0.13927512,0.986561631,0.004909481,0.003680982
1.73174E-5,0.401045838,0.139275236,0.982082175,0.004909481,0.003680982
1.73175E-5,0.503218821,0.139275373,0.977525487,0.004909481,0.003680982
1.73175E-5,0.601928404,0.139275485,0.973123262,0.005216324,0.003680982
1.73175E-5,0.70063813,0.139275768,0.968721038,0.005216324,0.003680982
1.73175E-5,0.750858942,0.139275854,0.96648131,0.005216324,0.003680982
1.73175E-5,0.801079792,0.139275948,0.964241582,0.005216324,0.003680982
1.73176E-5,0.901521683,0.139276339,0.959762125,0.005216324,0.003680982
1.73176E-5,1.000232135,0.139276703,0.955359901,0.005216324,0.003680982
1.73177E-5,1.100674706,0.139277314,0.950880445,0.005523167,0.003680982
1.73179E-5,1.201117909,0.13927827,0.946400989,0.005523167,0.003680982
1.7318E-5,1.30675721,0.139279134,0.941689836,0.005523167,0.003680982
1.73181E-5,1.400274697,0.139280226,0.937519308,0.005830009,0.003680982
1.73183E-5,1.500720289,0.139281621,0.933039852,0.005830009,0.003680982
1.73189E-5,1.750108151,0.139286386,0.921918443,0.006136852,0.003680982
1.73197E-5,2.002970263,0.139292314,0.91064257,0.006443694,0.003680982
1.7321E-5,2.257579281,0.139301684,0.899289466,0.006750537,0.006134969
1.73226E-5,2.500083681,0.139313569,0.888476985,0.007671065,0.007361963
1.73247E-5,2.751275487,0.139329296,0.877278344,0.009205278,0.007361963
1.73276E-5,3.00250585,0.139351096,0.866079703,0.011353176,0.009815951
1.73316E-5,3.250317627,0.139381073,0.855035527,0.012580546,0.009815951
1.73375E-5,3.50166858,0.139424882,0.843836886,0.015648972,0.012269939
1.73468E-5,3.751391138,0.139494165,0.832715477,0.019331083,0.01595092
1.73602E-5,4.003004212,0.139593922,0.821516837,0.022092666,0.019631902
1.7389E-5,4.251444634,0.13980843,0.81047266,0.02485425,0.02208589
1.74367E-5,4.500389355,0.140164034,0.799428483,0.030684259,0.025766871
1.75933E-5,4.7506084,0.141329275,0.788384306,0.034059527,0.028220859
1.80362E-5,5.000400779,0.144616784,0.777571826,0.037127953,0.03190184
1.89278E-5,5.250588239,0.151196192,0.767145505,0.044492176,0.047852761
2.0261E-5,5.500844636,0.160940228,0.75733704,0.045412703,0.052760736
2.16692E-5,5.751243889,0.17111153,0.748146432,0.046333231,0.055214724
2.25364E-5,6.00201872,0.177313274,0.739419215,0.048787972,0.057668712
2.34269E-5,6.251575762,0.183634148,0.731078159,0.051242712,0.061349693
2.44279E-5,6.501895886,0.190680373,0.72304603,0.054617981,0.063803681
2.53217E-5,6.752066438,0.196921641,0.71532283,0.057686407,0.068711656
2.62792E-5,7.001176924,0.203553505,0.707908557,0.060141148,0.071165644
2.78021E-5,7.250073136,0.213988835,0.700803213,0.061982203,0.072392638
2.87768E-5,7.502732144,0.220596318,0.693852332,0.066891685,0.07607362
2.97824E-5,7.750226247,0.227354687,0.687287612,0.069039583,0.079754601
3.03431E-5,8.001426599,0.231097857,0.680800124,0.069653268,0.082208589
3.091E-5,8.250446286,0.234863654,0.674544331,0.07579012,0.089570552
3.19023E-5,8.502215579,0.241411044,0.668365771,0.077324333,0.093251534
3.29614E-5,8.750687645,0.248336904,0.662418906,0.078858546,0.094478528
3.35001E-5,9.00237431,0.25183609,0.656549274,0.080699601,0.095705521
3.42169E-5,9.251042391,0.256465935,0.650911338,0.081620129,0.095705521
3.5221E-5,9.501644098,0.262903734,0.645350633,0.083768027,0.098159509
3.5226E-5,9.751726575,0.262935813,0.639867161,0.08407487,0.098159509
3.52364E-5,10.001860473,0.263002025,0.634383689,0.08530224,0.099386503
3.5266E-5,10.252129799,0.263191066,0.628900216,0.087143295,0.106748466
3.53523E-5,10.502753918,0.263741633,0.623416744,0.089291194,0.112883436
3.55575E-5,10.750745511,0.265049037,0.618010504,0.093893832,0.115337423
3.63638E-5,11.019935106,0.270163215,0.612218103,0.100030684,0.119018405
3.64006E-5,11.252866754,0.270395603,0.607275255,0.100030684,0.119018405
3.64571E-5,11.500536244,0.270753078,0.602023479,0.100644369,0.119018405
3.65984E-5,11.752501953,0.271644595,0.59669447,0.104019638,0.125153374
3.75497E-5,12.000187855,0.27762063,0.591519926,0.107394906,0.128834356
3.76142E-5,12.252124143,0.278024455,0.586345382,0.107701749,0.128834356
3.77011E-5,12.508162908,0.278567521,0.581093605,0.113531758,0.132515337
3.81332E-5,12.750503777,0.281262442,0.576150757,0.115372814,0.134969325
3.88368E-5,13.001694704,0.285628448,0.571130677,0.116600184,0.136196319
3.89503E-5,13.250522811,0.286330256,0.566187828,0.119054925,0.138650307
3.95829E-5,13.501335795,0.290229635,0.56124498,0.121509666,0.142331288
4.01046E-5,13.753383126,0.293429578,0.556379364,0.122737036,0.144785276
4.03212E-5,14.000228051,0.294753942,0.551590979,0.123657564,0.14601227
4.13837E-5,14.267149748,0.301213664,0.546570899,0.128260203,0.152147239
4.1454E-5,14.503133093,0.301638927,0.542168675,0.130101258,0.152147239
4.18913E-5,14.75291106,0.304279021,0.537534754,0.134703897,0.154601227
4.27112E-5,15.00277639,0.309201792,0.532978066,0.139613378,0.165644172
4.28316E-5,15.250736666,0.309921612,0.52849861,0.140533906,0.166871166
4.30723E-5,15.504240075,0.311358441,0.523941922,0.146670758,0.16809816
4.40627E-5,15.753484885,0.317240403,0.519539697,0.147284443,0.16809816
4.41521E-5,16.00041872,0.317768327,0.515214705,0.148204971,0.16809816
4.44329E-5,16.252803731,0.319425389,0.510812481,0.150659712,0.16809816
4.54463E-5,16.503998191,0.325372815,0.506487488,0.15403498,0.171779141
4.55265E-5,16.75411649,0.325840968,0.502239728,0.156182878,0.175460123
4.58505E-5,17.000649131,0.32773042,0.4980692,0.160171832,0.180368098
4.66931E-5,17.250349052,0.332618198,0.493898672,0.16231973,0.181595092
4.69411E-5,17.503515972,0.334049916,0.489728143,0.163240258,0.182822086
4.7426E-5,17.75326055,0.336840844,0.485634847,0.166615526,0.186503067
4.83207E-5,18.002659856,0.34195969,0.481618783,0.17060448,0.188957055
4.84276E-5,18.254126689,0.342568712,0.477602719,0.172752378,0.190184049
4.90374E-5,18.502355975,0.346031775,0.473663886,0.174593434,0.191411043
4.98041E-5,18.750592766,0.350359613,0.469802286,0.175513961,0.192638037
5.00138E-5,19.0049425,0.351538258,0.465863454,0.176741332,0.193865031
5.0445E-5,19.250980606,0.353955653,0.462079086,0.179809758,0.195092025
5.13039E-5,19.500435116,0.358743283,0.458294717,0.182264498,0.198773006
5.13876E-5,19.751970374,0.359208352,0.454510349,0.184719239,0.2
5.16789E-5,20.004358432,0.360822536,0.450725981,0.185639767,0.201226994
5.27865E-5,20.254597376,0.366924646,0.447018845,0.189935563,0.202453988
5.29267E-5,20.500669762,0.367692962,0.44338894,0.191469776,0.203680982
5.33225E-5,20.752611328,0.369856731,0.439759036,0.192083461,0.207361963
5.44229E-5,21.00504697,0.375833514,0.436129132,0.194538202,0.209815951
5.44789E-5,21.250007029,0.376136241,0.432653692,0.194845044,0.209815951
5.47355E-5,21.501132957,0.37752109,0.429101019,0.197299785,0.211042945
5.5293E-5,21.75404808,0.380519563,0.425548347,0.199140841,0.217177914
5.60464E-5,22.005540342,0.384548234,0.422072907,0.200675054,0.217177914
5.63094E-5,22.252583008,0.3859487,0.418674699,0.20374348,0.217177914
