X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
17.89778,-30.36667,train,2.0458889310534734E-4,67.54539123818141,0.833258819395215
18.375,-34.125,train,3.0838960063479695E-4,93.97845033345747,0.9328050410404849
18.375,-33.875,train,3.549752729726328E-4,96.93918583962225,0.9553117977598095
18.375,-31.625,train,1.604986139414978E-4,54.99048206793463,0.7546998278639167
18.4,-33.96667,train,3.549752729726328E-4,96.93918583962225,0.9553117977598095
18.4,-33.9666,train,3.549752729726328E-4,96.93918583962225,0.9553117977598095
18.625,-33.875,train,4.1252127655399184E-4,98.08665248891137,0.9729994883572752
18.85139,-33.93361,train,2.304895694975039E-4,75.44803737417111,0.8670909496584163
18.85139,-33.9336,train,2.304895694975039E-4,75.44803737417111,0.8670909496584163
18.87333,-33.943,train,2.304895694975039E-4,75.44803737417111,0.8670909496584163
18.875,-34.375,train,5.147059787276299E-5,19.79885360821486,0.3627922140909968
18.875,-34.125,train,2.4902293405964376E-4,81.50818749625098,0.8869994066335076
18.875,-33.875,train,2.304895694975039E-4,75.44803737417111,0.8670909496584163
18.87862,-33.6363,train,2.872380589236647E-4,92.50198594264278,0.9191339475451362
18.8786201477051,-33.6363716125488,train,2.872380589236647E-4,92.50198594264278,0.9191339475451362
18.9252796173096,-32.3636093139648,train,2.4013193624633036E-4,78.36725979652817,0.8778512337431598
18.92528,-32.3636,train,2.4013193624633036E-4,78.36725979652817,0.8778512337431598
19.02222,-34.2691,train,2.631064400003188E-4,86.54465774004811,0.9001087031502636
19.125,-32.125,train,1.3211039555530662E-4,48.26865039821917,0.685482261503217
19.13417,-34.2063,train,2.631064400003188E-4,86.54465774004811,0.9001087031502636
19.1341705322266,-34.2063903808594,train,2.631064400003188E-4,86.54465774004811,0.9001087031502636
19.28333,-33.28333,train,1.8355522225467537E-4,62.545200106136384,0.7995416211266074
19.28333,-33.2833,train,1.8355522225467537E-4,62.545200106136384,0.7995416211266074
19.375,-33.375,train,9.483174134889613E-5,38.18283324379638,0.5640881658722682
19.45,-34.22,train,2.5156691748413565E-4,82.49076477378146,0.8894885876612418
19.5427799224854,-34.2200012207031,train,2.498894564274357E-4,81.75684542283153,0.8878534960717062
19.54278,-34.22,train,2.498894564274357E-4,81.75684542283153,0.8878534960717062
19.57056,-34.4127,train,2.4415493750831936E-4,80.04403728959679,0.8820789146158999
19.5705604553223,-34.4127807617188,train,2.4415493750831936E-4,80.04403728959679,0.8820789146158999
19.69556,-34.6925,train,8.070250982413336E-5,33.292420641971695,0.5066835413155566
19.6955604553223,-34.6925010681152,train,8.070250982413336E-5,33.292420641971695,0.5066835413155566
19.7825,-34.4127,train,2.4989278104797086E-4,81.75779947337736,0.8878567605275738
19.94083,-34.1558,train,8.765110618766824E-5,35.747236645214315,0.5358019619842047
19.9408302307129,-34.1558303833008,train,8.765110618766824E-5,35.747236645214315,0.5358019619842047
20.09139,-33.818,train,1.5987567006535788E-4,54.89216269021166,0.7533582342063854
