Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.12073E-12,0.000000001,0.000000003,0.997157977,0,0
3.08624E-12,0.000000003,0.000000008,0.99627597,0,0
1.15412E-11,0.000000011,0.000000031,0.994903959,0,0
2.42847E-11,0.000000027,0.000000065,0.994119953,0,0
4.77901E-11,0.000000104,0.000000129,0.991963936,0,0
8.97699E-11,0.000000258,0.000000242,0.989709918,0,0
2.13657E-10,0.000001017,0.000000576,0.984613877,0,0
3.37769E-10,0.0000025,0.00000091,0.979321835,0,0
8.52054E-10,0.000010072,0.000002295,0.966581733,0,0
1.54974E-9,0.000025037,0.000004175,0.954037632,0,0
2.34477E-9,0.000050137,0.000006317,0.94119953,0,0
3.54272E-9,0.000100343,0.000009544,0.924441396,0,0
6.22716E-9,0.00025029,0.000016775,0.893669149,0,0
1.07575E-8,0.000500525,0.00002898,0.863876911,0,0
1.99381E-8,0.001001778,0.00005371,0.830850647,0,0
4.31089E-8,0.002502866,0.000116126,0.782340259,0,0
7.98703E-8,0.005005675,0.000215142,0.741669933,0,0
1.54321E-7,0.010006035,0.000415645,0.698549588,0,0
3.78469E-7,0.025012505,0.001019052,0.639259114,0,0.01754386
8.03492E-7,0.050063658,0.002162214,0.594864759,0,0.01754386
1.5799E-6,0.100032839,0.004247092,0.552626421,0,0.01754386
3.07726E-6,0.200058698,0.008255684,0.509212074,0,0.01754386
4.73324E-6,0.300377664,0.012670106,0.483927871,0,0.01754386
6.20217E-6,0.400488157,0.016569431,0.466091729,0,0.01754386
7.73294E-6,0.500702411,0.020616558,0.451979616,0,0.01754386
9.20289E-6,0.600145216,0.024487196,0.440415523,0,0.01754386
1.04792E-5,0.700094144,0.027835468,0.430419443,0,0.01754386
1.12224E-5,0.751111884,0.029779879,0.425813407,0,0.01754386
1.19316E-5,0.800690042,0.031631802,0.421599373,0,0.01754386
1.33134E-5,0.901269149,0.035229783,0.41375931,0,0.01754386
1.42322E-5,1.000144942,0.037614914,0.406703254,0.004385965,0.01754386
1.56514E-5,1.101051608,0.041287223,0.4000392,0.004385965,0.01754386
1.70776E-5,1.200363554,0.044963739,0.394061152,0.004385965,0.01754386
1.86824E-5,1.30175793,0.04908358,0.388475108,0.004385965,0.01754386
1.99248E-5,1.400304572,0.052261106,0.383477068,0.004385965,0.01754386
2.11063E-5,1.500511217,0.055272781,0.378675029,0.004385965,0.01754386
2.44152E-5,1.750198824,0.063656687,0.367992944,0.004385965,0.01754386
2.7566E-5,2.002459653,0.071570747,0.358486868,0.004385965,0.01754386
3.06818E-5,2.251215367,0.079331134,0.3500588,0.004385965,0.01754386
3.45506E-5,2.501164121,0.088876813,0.342610741,0.00877193,0.01754386
3.75672E-5,2.750124614,0.096250907,0.335848687,0.00877193,0.035087719
4.056E-5,3.003672654,0.103508193,0.329478636,0.00877193,0.035087719
4.37864E-5,3.25244304,0.111266415,0.32369659,0.00877193,0.035087719
4.6508E-5,3.500251385,0.117758575,0.318306546,0.00877193,0.035087719
4.93456E-5,3.753475034,0.12447712,0.313112505,0.01754386,0.035087719
5.22794E-5,4.003507857,0.131369363,0.308310466,0.021929825,0.052631579
5.53197E-5,4.251324749,0.13845469,0.30380243,0.026315789,0.052631579
5.78228E-5,4.50035493,0.144244684,0.299490396,0.030701754,0.052631579
6.03367E-5,4.754253436,0.150020514,0.295276362,0.035087719,0.052631579
6.32109E-5,5.00123181,0.156576559,0.291356331,0.039473684,0.052631579
6.64294E-5,5.255047121,0.163857717,0.2875343,0.043859649,0.052631579
6.89891E-5,5.505420953,0.169603657,0.283908271,0.043859649,0.070175439
7.11554E-5,5.751372795,0.174435565,0.280478244,0.043859649,0.070175439
7.31761E-5,6.004106962,0.178917586,0.277048216,0.043859649,0.070175439
7.51862E-5,6.256310969,0.183351632,0.27371619,0.048245614,0.070175439
