Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01,false,17.695610414471542
wc2.0_bio_10m_04,false,448.87940343221027
wc2.0_bio_10m_12,false,1175.1184210526317
wc2.0_bio_10m_14,false,44.67982456140351
wc2.0_bio_10m_15,false,45.29432384591354
