Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01,false,17.746955955237674
wc2.0_bio_10m_04,false,460.95568225258273
wc2.0_bio_10m_12,false,1135.9868421052631
wc2.0_bio_10m_14,false,45.05263157894737
wc2.0_bio_10m_15,false,43.52068095876459
