Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
1.51993E-12,0.000000001,0.000000004,0.997255978,0,0
3.00755E-12,0.000000003,0.000000008,0.996667973,0,0
1.46213E-11,0.00000001,0.000000041,0.995883967,0,0
1.88871E-11,0.000000025,0.000000053,0.99500196,0,0
4.31145E-11,0.000000102,0.000000121,0.99255194,0,0
9.10588E-11,0.000000258,0.000000256,0.990297922,0,0
2.69041E-10,0.000001002,0.000000756,0.986475892,0,0
4.54745E-10,0.000002516,0.000001278,0.982359859,0,0
1.09212E-9,0.000010017,0.000003069,0.972167777,0,0
1.8357E-9,0.000025017,0.000005158,0.962171697,0,0
2.67617E-9,0.000050237,0.00000752,0.95129361,0,0
4.03071E-9,0.00010016,0.000011326,0.936691494,0,0
7.18573E-9,0.000250332,0.000020192,0.910329283,0,0
1.21207E-8,0.000500799,0.000034059,0.884359075,0,0
2.16888E-8,0.001001972,0.000060944,0.854664837,0,0
4.66231E-8,0.002501593,0.000131003,0.809780478,0,0
8.01056E-8,0.005002244,0.000225073,0.770090161,0,0
1.49217E-7,0.010009219,0.000419215,0.725891807,0,0
3.55389E-7,0.02500721,0.000998153,0.664739318,0,0
7.16016E-7,0.050028486,0.002009997,0.616914935,0,0
1.50124E-6,0.100097121,0.004209625,0.569776558,0.004385965,0
3.20627E-6,0.200260188,0.00896922,0.525578205,0.004385965,0
4.73112E-6,0.300106695,0.013206564,0.500686005,0.004385965,0
6.26578E-6,0.400208957,0.017452879,0.482751862,0.004385965,0
7.81086E-6,0.50051324,0.021709571,0.46873775,0.004385965,0
9.30358E-6,0.600824559,0.025804479,0.457271658,0.004385965,0
1.07182E-5,0.700688087,0.029669391,0.44747158,0.00877193,0
1.14978E-5,0.75048098,0.031792759,0.443061544,0.00877193,0
1.22239E-5,0.800475771,0.03376625,0.438945512,0.00877193,0
1.38237E-5,0.90103029,0.038100171,0.431399451,0.00877193,0
1.49426E-5,1.000129614,0.041119825,0.424637397,0.00877193,0
1.62795E-5,1.101255591,0.044715076,0.418267346,0.00877193,0
1.77302E-5,1.200291549,0.048601596,0.412583301,0.00877193,0
1.87049E-5,1.300753211,0.05120374,0.407193258,0.00877193,0
1.99482E-5,1.401599435,0.054512616,0.402097217,0.00877193,0
2.11148E-5,1.500275579,0.057607116,0.397393179,0.00877193,0
2.37616E-5,1.752081391,0.064590286,0.386417091,0.00877193,0
2.63086E-5,2.000228135,0.071261233,0.376715014,0.00877193,0
2.94976E-5,2.250806579,0.079546514,0.367894943,0.013157895,0
3.25355E-5,2.501759529,0.087370672,0.35995688,0.013157895,0
3.5391E-5,2.753134725,0.094664298,0.352704822,0.013157895,0
3.91746E-5,3.00279706,0.104238835,0.346138769,0.013157895,0
4.22475E-5,3.251686724,0.111940372,0.340160721,0.013157895,0
4.49671E-5,3.500529772,0.118701048,0.334574677,0.013157895,0
4.77581E-5,3.751442547,0.125585863,0.329282634,0.013157895,0
5.04358E-5,4.002387799,0.132140574,0.324284594,0.01754386,0
5.28913E-5,4.250556059,0.138108301,0.319580557,0.01754386,0
5.61175E-5,4.505297332,0.145886702,0.31497452,0.01754386,0
5.90407E-5,4.752499645,0.152873828,0.310760486,0.01754386,0
6.21143E-5,5.001632288,0.160158723,0.306742454,0.01754386,0
6.44916E-5,5.254896273,0.165750509,0.302822423,0.026315789,0.01754386
6.71387E-5,5.504794693,0.171932871,0.299098393,0.030701754,0.01754386
6.90044E-5,5.750138298,0.1762629,0.295570365,0.030701754,0.01754386
7.13782E-5,6.002466254,0.18173927,0.292042336,0.030701754,0.01754386
7.34231E-5,6.255869305,0.186427747,0.288612309,0.035087719,0.01754386
7.55695E-5,6.50174505,0.191320021,0.285378283,0.039473684,0.035087719
7.80845E-5,6.75548575,0.1970149,0.282144257,0.039473684,0.035087719
8.01889E-5,7.001060858,0.201749208,0.279106233,0.043859649,0.035087719
8.26415E-5,7.253165322,0.20723178,0.276068209,0.043859649,0.035087719
8.48518E-5,7.504244347,0.212140344,0.273128185,0.052631579,0.035087719
8.6832E-5,7.753533722,0.216512286,0.270286162,0.057017544,0.035087719
8.91833E-5,8.000210955,0.22167174,0.26754214,0.061403509,0.035087719
9.08931E-5,8.252301968,0.225402356,0.264798118,0.061403509,0.035087719
9.37578E-5,8.501523072,0.231612673,0.262152097,0.061403509,0.035087719
9.5882E-5,8.757333016,0.236185534,0.259506076,0.065789474,0.035087719
9.78908E-5,9.009469225,0.240485055,0.256958056,0.065789474,0.035087719
9.97392E-5,9.256497602,0.244419772,0.254508036,0.065789474,0.035087719
1.0137E-4,9.507663745,0.247873411,0.252058016,0.065789474,0.035087719
1.03289E-4,9.753605619,0.251919433,0.249705998,0.065789474,0.035087719
1.05666E-4,10.003938337,0.256899563,0.247353979,0.065789474,0.035087719
1.07073E-4,10.259286055,0.259830558,0.24500196,0.065789474,0.035087719
1.08285E-4,10.506772427,0.262347139,0.242747942,0.065789474,0.035087719
1.09667E-4,10.757346287,0.265206694,0.240493924,0.065789474,0.035087719
1.11272E-4,11.000676277,0.268513689,0.238337907,0.065789474,0.035087719
1.13317E-4,11.258999165,0.272705893,0.236083889,0.070175439,0.035087719
1.15256E-4,11.510579793,0.276657071,0.233927871,0.070175439,0.035087719
1.16645E-4,11.754199453,0.279474551,0.231869855,0.070175439,0.035087719
1.18612E-4,12.001488006,0.283447203,0.229811838,0.070175439,0.035087719
1.2051E-4,12.252759843,0.287257983,0.227753822,0.070175439,0.035087719
1.22625E-4,12.508135945,0.291480385,0.225695806,0.074561404,0.035087719
1.24589E-4,12.755733978,0.295381491,0.22373579,0.074561404,0.035087719
1.26636E-4,13.007035085,0.299422621,0.221775774,0.074561404,0.035087719
1.28012E-4,13.261583316,0.302125112,0.219815759,0.074561404,0.035087719
1.29716E-4,13.506128013,0.305460033,0.217953744,0.074561404,0.035087719
1.31374E-4,13.754427184,0.308688699,0.216091729,0.074561404,0.035087719
1.32715E-4,14.005516733,0.311288203,0.214229714,0.074561404,0.035087719
1.34122E-4,14.259010446,0.314005019,0.212367699,0.074561404,0.035087719
1.36073E-4,14.502193785,0.317756458,0.210603685,0.074561404,0.035087719
1.37998E-4,14.763012762,0.321437279,0.20874167,0.074561404,0.052631579
1.40352E-4,15.01391703,0.325911027,0.206977656,0.078947368,0.070175439
1.42218E-4,15.254477064,0.329435351,0.205311642,0.078947368,0.087719298
