Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01,false,17.547575904611957
wc2.0_bio_10m_04,false,453.5398995248895
wc2.0_bio_10m_12,false,1165.4736842105262
wc2.0_bio_10m_14,false,44.75
wc2.0_bio_10m_15,false,44.689353942871094
