Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01,false,17.886052416082013
wc2.0_bio_10m_04,false,465.69867806685596
wc2.0_bio_10m_12,false,1186.359649122807
wc2.0_bio_10m_14,false,46.030701754385966
wc2.0_bio_10m_15,false,44.196594522710434
