Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.19866E-12,0.000000001,0.00000001,0.998628527,0,0
5.04108E-12,0.000000003,0.000000016,0.998236677,0,0
1.34245E-11,0.000000011,0.000000042,0.997355016,0,0
3.35322E-11,0.000000027,0.000000104,0.996669279,0,0
1.00064E-10,0.00000011,0.000000311,0.995395768,0,0
1.7189E-10,0.000000256,0.000000534,0.994318182,0,0
3.26128E-10,0.000001005,0.000001013,0.99137931,0,0
7.49211E-10,0.000002571,0.000002328,0.988342476,0,0
1.88708E-9,0.000010014,0.000005863,0.982562696,0,0
3.72581E-9,0.000025047,0.000011577,0.977076803,0,0
4.98969E-9,0.000050236,0.000015504,0.971492947,0,0
7.45317E-9,0.000100078,0.000023158,0.963753918,0,0
1.2361E-8,0.000250042,0.000038407,0.949157524,0,0
1.76644E-8,0.000500441,0.000054884,0.932797806,0,0
2.68957E-8,0.001001339,0.000083565,0.910952194,0,0
5.07193E-8,0.002504966,0.00015758,0.871767241,0,0
8.48804E-8,0.005002775,0.000263701,0.83552116,0,0
1.50352E-7,0.010003568,0.000467056,0.793103448,0,0
3.25119E-7,0.025015855,0.001009683,0.728252351,0,0
6.25916E-7,0.050056316,0.001942924,0.674275078,0,0
1.27147E-6,0.100075111,0.00394286,0.62049373,0.004385965,0
2.75889E-6,0.200103287,0.008535632,0.569357367,0.004385965,0
4.14221E-6,0.300347205,0.012787983,0.540654389,0.004385965,0
5.61622E-6,0.400497479,0.017299062,0.5205721,0.004385965,0
7.18131E-6,0.500172479,0.022066288,0.505192006,0.004385965,0
8.49155E-6,0.600178095,0.026039476,0.492652821,0.004385965,0
1.00284E-5,0.700282135,0.03067931,0.482072884,0.004385965,0
1.07571E-5,0.750377293,0.032871481,0.47737069,0.004385965,0
1.14721E-5,0.800437935,0.035017725,0.472962382,0.004385965,0
1.28467E-5,0.900422396,0.039130466,0.464929467,0.00877193,0
1.41813E-5,1.000280544,0.043106778,0.457680251,0.00877193,0
1.5307E-5,1.100888971,0.046447915,0.451018809,0.00877193,0
1.62029E-5,1.200169944,0.049098633,0.444847179,0.00877193,0
1.74438E-5,1.30144681,0.052757695,0.438969436,0.00877193,0
1.85107E-5,1.400121547,0.055892791,0.433581505,0.00877193,0
1.93335E-5,1.500504935,0.058303385,0.428389498,0.00877193,0
2.16747E-5,1.751687876,0.065128788,0.416438088,0.00877193,0
2.38626E-5,2.000041891,0.071462537,0.405760188,0.013157895,0
2.6135E-5,2.250530608,0.077995753,0.39596395,0.013157895,0
2.87016E-5,2.502614971,0.08531914,0.386951411,0.013157895,0
3.14985E-5,2.753014082,0.093233593,0.378820533,0.013157895,0
3.40318E-5,3.002135399,0.100343033,0.371375392,0.013157895,0
3.67211E-5,3.250584322,0.107829499,0.364518025,0.013157895,0
3.91938E-5,3.501118592,0.114657661,0.358052508,0.013157895,0
4.2035E-5,3.75347016,0.122439296,0.35197884,0.013157895,0
4.50272E-5,4.001275395,0.130560277,0.346394984,0.013157895,0
4.84543E-5,4.25071622,0.139769495,0.341202978,0.013157895,0
5.12E-5,4.504086954,0.147076995,0.336206897,0.013157895,0
5.45566E-5,4.752335151,0.155926426,0.331602665,0.01754386,0
5.66909E-5,5.002534241,0.161505466,0.327194357,0.01754386,0
5.90878E-5,5.252170462,0.167726903,0.322981975,0.01754386,0
6.1282E-5,5.504954419,0.17338182,0.318867555,0.01754386,0
6.37861E-5,5.755580655,0.179788442,0.31494906,0.01754386,0
6.62559E-5,6.003299371,0.186058672,0.311226489,0.01754386,0.01754386
6.85916E-5,6.253342011,0.191944283,0.307601881,0.01754386,0.01754386
7.04791E-5,6.503380266,0.196669601,0.304075235,0.01754386,0.01754386
7.26905E-5,6.754172445,0.202170389,0.300646552,0.01754386,0.01754386
7.59936E-5,7.006426456,0.21031674,0.297315831,0.01754386,0.01754386
7.84103E-5,7.253844885,0.216224506,0.294181034,0.01754386,0.01754386
8.18314E-5,7.502273953,0.224511729,0.291144201,0.01754386,0.01754386
8.41123E-5,7.751023878,0.229988298,0.288205329,0.01754386,0.01754386
8.64997E-5,8.007216965,0.235679143,0.285266458,0.01754386,0.01754386
8.84097E-5,8.252689638,0.240201523,0.282523511,0.01754386,0.01754386
9.09251E-5,8.504117806,0.246116848,0.279780564,0.01754386,0.035087719
9.29465E-5,8.752770852,0.250837011,0.27713558,0.01754386,0.035087719
9.55394E-5,9.006555716,0.256848372,0.274490596,0.021929825,0.035087719
9.82994E-5,9.258744515,0.263194118,0.271943574,0.030701754,0.035087719
1.00915E-4,9.50780299,0.2691585,0.269494514,0.030701754,0.035087719
1.036E-4,9.753656411,0.275230479,0.267143417,0.035087719,0.035087719
1.05803E-4,10.00522934,0.280174251,0.26479232,0.039473684,0.035087719
1.08095E-4,10.251129253,0.285281949,0.262539185,0.039473684,0.035087719
1.11222E-4,10.502926291,0.29219221,0.26028605,0.048245614,0.035087719
1.13215E-4,10.750102149,0.296562522,0.258130878,0.048245614,0.035087719
1.15358E-4,11.001537678,0.301230361,0.255975705,0.052631579,0.035087719
1.17299E-4,11.257870847,0.305432654,0.253820533,0.052631579,0.035087719
1.18976E-4,11.506303639,0.309042682,0.251763323,0.061403509,0.035087719
1.21126E-4,11.758618998,0.313642293,0.249706113,0.070175439,0.035087719
1.23633E-4,12.00367254,0.318968876,0.247746865,0.074561404,0.035087719
1.25421E-4,12.252664451,0.3227404,0.245787618,0.074561404,0.035087719
1.26823E-4,12.504929255,0.325684945,0.24382837,0.074561404,0.035087719
1.28455E-4,12.76041206,0.329096351,0.241869122,0.074561404,0.035087719
1.30014E-4,13.006236484,0.332337604,0.240007837,0.078947368,0.035087719
1.31983E-4,13.255437297,0.336409556,0.238146552,0.078947368,0.035087719
1.33909E-4,13.508267104,0.340369551,0.236285266,0.078947368,0.035087719
1.35241E-4,13.750669523,0.343093425,0.234521944,0.083333333,0.035087719
1.37376E-4,14.009780274,0.347436594,0.232660658,0.087719298,0.035087719
1.39899E-4,14.259561317,0.352533557,0.230897335,0.087719298,0.035087719
1.41382E-4,14.512889041,0.355509638,0.229134013,0.087719298,0.035087719
1.42588E-4,14.754309811,0.357919624,0.227468652,0.087719298,0.035087719
1.4381E-4,15.012114267,0.360353313,0.225705329,0.087719298,0.035087719
1.45437E-4,15.258054225,0.363578616,0.224039969,0.087719298,0.035087719
1.47301E-4,15.506943283,0.367253306,0.222374608,0.092105263,0.035087719
