Predictor variable,Categorical,Sample average
wc2.0_bio_10m_01,false,17.668310345264903
wc2.0_bio_10m_04,false,459.6101820427075
wc2.0_bio_10m_12,false,1147.5043859649122
wc2.0_bio_10m_14,false,43.8859649122807
wc2.0_bio_10m_15,false,45.027686303122
bias_avg,false,1.4322611089786127E-4
