Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
3.21503E-12,0.000000001,0.00000001,0.998628527,0,0
4.86677E-12,0.000000003,0.000000015,0.998236677,0,0
1.45257E-11,0.00000001,0.000000045,0.997452978,0,0
2.95351E-11,0.000000026,0.000000091,0.996767241,0,0
9.95536E-11,0.000000105,0.000000307,0.99549373,0,0
1.67925E-10,0.000000256,0.000000517,0.994416144,0,0
4.14231E-10,0.000001011,0.000001276,0.99177116,0,0
6.80082E-10,0.000002566,0.000002094,0.988930251,0,0
1.86537E-9,0.000010134,0.000005745,0.982954545,0,0
3.61486E-9,0.000025099,0.000011132,0.977664577,0,0
5.4155E-9,0.000050161,0.000016677,0.972178683,0,0
7.74864E-9,0.000100564,0.000023862,0.96463558,0,0
1.21979E-8,0.000250154,0.000037564,0.95023511,0,0
1.80503E-8,0.000500831,0.000055586,0.933777429,0,0
2.71741E-8,0.001000613,0.000083681,0.912029781,0,0
5.00889E-8,0.002504309,0.00015424,0.872648903,0,0
8.38869E-8,0.005002199,0.000258301,0.83552116,0,0
1.43446E-7,0.010010906,0.000441654,0.791340125,0,0
3.23951E-7,0.025014832,0.000997129,0.725215517,0,0
6.37808E-7,0.050030854,0.00196224,0.671434169,0,0
1.29472E-6,0.100026778,0.003979235,0.61843652,0,0.01754386
2.79752E-6,0.200129577,0.008578146,0.568475705,0,0.01754386
4.21239E-6,0.30010582,0.012888554,0.540164577,0,0.01754386
5.56369E-6,0.400090244,0.016987791,0.520082288,0,0.01754386
7.00295E-6,0.500412584,0.02133515,0.504604232,0,0.01754386
8.59704E-6,0.600007577,0.026127719,0.492163009,0,0.01754386
9.97358E-6,0.700900008,0.030247372,0.48148511,0,0.01754386
1.06077E-5,0.75017691,0.032139238,0.476782915,0,0.01754386
1.13587E-5,0.800783705,0.034375029,0.472276646,0,0.01754386
1.26655E-5,0.900093895,0.038253399,0.464145768,0.004385965,0.01754386
1.38992E-5,1.000908006,0.041900182,0.456700627,0.004385965,0.01754386
1.49558E-5,1.100282212,0.045012698,0.449941223,0.004385965,0.01754386
1.58259E-5,1.200504508,0.047568163,0.443573668,0.004385965,0.01754386
1.70988E-5,1.301408546,0.05129459,0.437597962,0.004385965,0.01754386
1.83545E-5,1.40070143,0.054956002,0.432112069,0.004385965,0.01754386
1.93969E-5,1.500673882,0.057984951,0.426920063,0.004385965,0.01754386
2.15234E-5,1.751583269,0.06413356,0.41487069,0.004385965,0.01754386
2.36673E-5,2.000597443,0.07029227,0.404094828,0.004385965,0.01754386
2.59777E-5,2.251407975,0.076883583,0.394200627,0.00877193,0.01754386
2.86073E-5,2.502335609,0.084328848,0.385188088,0.00877193,0.01754386
3.14722E-5,2.752359422,0.092372003,0.37705721,0.00877193,0.01754386
3.379E-5,3.002968012,0.098827226,0.369514107,0.00877193,0.01754386
3.67906E-5,3.250944621,0.107116207,0.36265674,0.00877193,0.01754386
3.96095E-5,3.500430006,0.114833817,0.356289185,0.00877193,0.01754386
4.25735E-5,3.75249953,0.122876745,0.35031348,0.00877193,0.01754386
4.57766E-5,4.003950813,0.131486194,0.344729624,0.00877193,0.01754386
4.85952E-5,4.253377645,0.138992409,0.339537618,0.00877193,0.01754386
5.18253E-5,4.504755545,0.147514562,0.334639498,0.00877193,0.01754386
5.42856E-5,4.753812806,0.153949148,0.330035266,0.00877193,0.01754386
5.6008E-5,5.001914113,0.158425052,0.325626959,0.013157895,0.01754386
5.82262E-5,5.252978685,0.164154346,0.321316614,0.013157895,0.01754386
6.08028E-5,5.503925638,0.170760409,0.317202194,0.013157895,0.01754386
6.26709E-5,5.750702266,0.175517254,0.313283699,0.013157895,0.01754386
6.50127E-5,6.00055254,0.1814417,0.309463166,0.01754386,0.01754386
6.72265E-5,6.251949721,0.187003387,0.305740596,0.01754386,0.01754386
7.03628E-5,6.500376178,0.194817754,0.30221395,0.030701754,0.01754386
7.35481E-5,6.752601596,0.20267731,0.298785266,0.035087719,0.01754386
7.55912E-5,7.00664277,0.207678322,0.295454545,0.035087719,0.01754386
7.79129E-5,7.252503697,0.213323074,0.292319749,0.035087719,0.01754386
8.03313E-5,7.50612692,0.219160093,0.289184953,0.043859649,0.01754386
8.28416E-5,7.750843261,0.225173293,0.286246082,0.043859649,0.01754386
8.53229E-5,8.00362444,0.231071528,0.28330721,0.048245614,0.01754386
8.7497E-5,8.253847542,0.236202405,0.280466301,0.048245614,0.01754386
8.97052E-5,8.501691646,0.241378766,0.277723354,0.057017544,0.01754386
9.2397E-5,8.756225573,0.247641452,0.274980408,0.057017544,0.01754386
9.49876E-5,9.009339586,0.253619889,0.272335423,0.057017544,0.01754386
9.64391E-5,9.258545773,0.25694882,0.269788401,0.057017544,0.01754386
9.85096E-5,9.502262824,0.261671428,0.267339342,0.057017544,0.035087719
1.01025E-4,9.751595717,0.267368723,0.264890282,0.065789474,0.035087719
1.03979E-4,10.00810965,0.274003964,0.262441223,0.065789474,0.035087719
1.06173E-4,10.250077117,0.27889198,0.260188088,0.065789474,0.035087719
1.08887E-4,10.508462511,0.2848928,0.257836991,0.065789474,0.035087719
1.10663E-4,10.750155708,0.288793249,0.255681818,0.070175439,0.035087719
1.12643E-4,11.006887162,0.293118278,0.253428683,0.070175439,0.035087719
1.14887E-4,11.256977148,0.297985312,0.251273511,0.070175439,0.035087719
1.16648E-4,11.500188384,0.30178233,0.249216301,0.074561404,0.035087719
1.19104E-4,11.759403696,0.307044509,0.247061129,0.074561404,0.035087719
1.21098E-4,12.011612108,0.311284761,0.245003918,0.074561404,0.035087719
1.23315E-4,12.256237201,0.315971979,0.243044671,0.078947368,0.035087719
1.25649E-4,12.505255775,0.320871423,0.241085423,0.078947368,0.035087719
1.27221E-4,12.758322013,0.324151046,0.239126176,0.087719298,0.035087719
1.29978E-4,13.002867843,0.329863753,0.23726489,0.087719298,0.035087719
1.31178E-4,13.250931906,0.332336685,0.235403605,0.087719298,0.035087719
1.32563E-4,13.501751349,0.335177209,0.23354232,0.087719298,0.035087719
1.35E-4,13.756176609,0.340148482,0.231681034,0.096491228,0.035087719
1.37539E-4,14.001187829,0.345288848,0.229917712,0.100877193,0.035087719
1.38999E-4,14.250080907,0.348224703,0.228154389,0.100877193,0.035087719
1.40992E-4,14.502013752,0.352213639,0.226391066,0.100877193,0.035087719
1.42608E-4,14.757136299,0.355428268,0.224627743,0.100877193,0.035087719
1.43883E-4,15.000855635,0.357955735,0.222962382,0.100877193,0.035087719
1.45154E-4,15.261096678,0.360462955,0.22119906,0.100877193,0.035087719
1.46662E-4,15.509353794,0.363426239,0.219533699,0.100877193,0.035087719
1.48087E-4,15.760106068,0.36621407,0.217868339,0.100877193,0.035087719
1.49183E-4,16.012972661,0.368349586,0.216202978,0.100877193,0.035087719
1.50131E-4,16.252507803,0.370189566,0.21463558,0.100877193,0.035087719
1.52206E-4,16.51005356,0.374202802,0.212970219,0.105263158,0.052631579
1.53361E-4,16.754464701,0.376424076,0.211402821,0.105263158,0.052631579
1.54971E-4,17.001112583,0.37950815,0.209835423,0.105263158,0.052631579
1.56202E-4,17.265475428,0.381855282,0.208170063,0.105263158,0.052631579
1.57929E-4,17.50123901,0.385135557,0.206700627,0.105263158,0.052631579
1.59623E-4,17.75500793,0.388333677,0.205133229,0.105263158,0.052631579
1.61375E-4,18.01229808,0.39162494,0.203565831,0.105263158,0.052631579
1.63107E-4,18.256022392,0.394862406,0.202096395,0.105263158,0.052631579
1.64188E-4,18.501479097,0.396872873,0.200626959,0.105263158,0.052631579
1.65767E-4,18.765386762,0.39979774,0.199059561,0.109649123,0.052631579
1.67162E-4,19.014948531,0.402370751,0.197590125,0.114035088,0.052631579
1.68785E-4,19.250083037,0.405350604,0.196218652,0.114035088,0.052631579
1.70427E-4,19.50469881,0.408350057,0.194749216,0.114035088,0.052631579
1.72605E-4,19.761921275,0.412305433,0.193279781,0.114035088,0.052631579
1.73368E-4,20.004217874,0.413685153,0.191908307,0.114035088,0.052631579
1.74602E-4,20.2651338,0.415908314,0.190438871,0.114035088,0.052631579
1.75956E-4,20.510553813,0.418339754,0.189067398,0.114035088,0.052631579
1.77883E-4,20.758114207,0.421780598,0.187695925,0.114035088,0.052631579
1.78798E-4,21.007904428,0.423408313,0.186324451,0.114035088,0.052631579
1.81868E-4,21.260701174,0.42883384,0.184952978,0.114035088,0.052631579
1.8414E-4,21.517260956,0.432816321,0.183581505,0.114035088,0.052631579
1.85389E-4,21.757615036,0.434993553,0.182307994,0.118421053,0.052631579
1.86713E-4,22.018169337,0.437292654,0.18093652,0.118421053,0.052631579
1.88383E-4,22.26209183,0.44017786,0.179663009,0.122807018,0.052631579
1.90841E-4,22.508860088,0.444400149,0.178389498,0.122807018,0.070175439
1.91876E-4,22.757646929,0.446167529,0.177115987,0.122807018,0.070175439
1.93489E-4,23.008176166,0.448912938,0.175842476,0.122807018,0.087719298
