Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Test samples,Test gain,Test AUC,AUC Standard Deviation,#Background points,wc2.0_bio_10m_01 contribution,wc2.0_bio_10m_04 contribution,wc2.0_bio_10m_12 contribution,wc2.0_bio_10m_14 contribution,wc2.0_bio_10m_15 contribution,wc2.0_bio_10m_01 permutation importance,wc2.0_bio_10m_04 permutation importance,wc2.0_bio_10m_12 permutation importance,wc2.0_bio_10m_14 permutation importance,wc2.0_bio_10m_15 permutation importance,Training gain without wc2.0_bio_10m_01,Training gain without wc2.0_bio_10m_04,Training gain without wc2.0_bio_10m_12,Training gain without wc2.0_bio_10m_14,Training gain without wc2.0_bio_10m_15,Training gain with only wc2.0_bio_10m_01,Training gain with only wc2.0_bio_10m_04,Training gain with only wc2.0_bio_10m_12,Training gain with only wc2.0_bio_10m_14,Training gain with only wc2.0_bio_10m_15,Test gain without wc2.0_bio_10m_01,Test gain without wc2.0_bio_10m_04,Test gain without wc2.0_bio_10m_12,Test gain without wc2.0_bio_10m_14,Test gain without wc2.0_bio_10m_15,Test gain with only wc2.0_bio_10m_01,Test gain with only wc2.0_bio_10m_04,Test gain with only wc2.0_bio_10m_12,Test gain with only wc2.0_bio_10m_14,Test gain with only wc2.0_bio_10m_15,AUC without wc2.0_bio_10m_01,AUC without wc2.0_bio_10m_04,AUC without wc2.0_bio_10m_12,AUC without wc2.0_bio_10m_14,AUC without wc2.0_bio_10m_15,AUC with only wc2.0_bio_10m_01,AUC with only wc2.0_bio_10m_04,AUC with only wc2.0_bio_10m_12,AUC with only wc2.0_bio_10m_14,AUC with only wc2.0_bio_10m_15,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 1 test omission,Fixed cumulative value 1 binomial probability,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 5 test omission,Fixed cumulative value 5 binomial probability,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Fixed cumulative value 10 test omission,Fixed cumulative value 10 binomial probability,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,Minimum training presence test omission,Minimum training presence binomial probability,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,10 percentile training presence test omission,10 percentile training presence binomial probability,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Equal training sensitivity and specificity test omission,Equal training sensitivity and specificity binomial probability,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,Maximum training sensitivity plus specificity test omission,Maximum training sensitivity plus specificity binomial probability,Equal test sensitivity and specificity cumulative threshold,Equal test sensitivity and specificity Cloglog threshold,Equal test sensitivity and specificity area,Equal test sensitivity and specificity training omission,Equal test sensitivity and specificity test omission,Equal test sensitivity and specificity binomial probability,Maximum test sensitivity plus specificity cumulative threshold,Maximum test sensitivity plus specificity Cloglog threshold,Maximum test sensitivity plus specificity area,Maximum test sensitivity plus specificity training omission,Maximum test sensitivity plus specificity test omission,Maximum test sensitivity plus specificity binomial probability,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission","Balance training omission, predicted area and threshold value test omission","Balance training omission, predicted area and threshold value binomial probability",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission,Equate entropy of thresholded and original distributions test omission,Equate entropy of thresholded and original distributions binomial probability
Paspalum_urvillei_0,228,0.9923,1.2155,500,0.9182,57,1.4452,0.9183,0.0121,10208,33.4395,43.1080,4.3948,6.6928,12.3649,56.3609,29.3159,9.4387,1.3269,3.5576,0.5884,0.6965,0.9665,0.9885,0.9406,0.4858,0.2938,0.0232,0.0291,0.0725,0.9327,1.1273,1.4055,1.4690,1.3063,0.8546,0.3959,0.0743,0.0316,0.1413,0.8628,0.8904,0.9157,0.9204,0.9047,0.8473,0.7049,0.5925,0.5992,0.6080,8.0122,0.1761,1.0000,0.0455,0.4434,0.0044,0.0175,1.278E-16,5.0000,0.1602,0.3207,0.0132,0.0175,4.9E-27,10.0000,0.2730,0.2591,0.0614,0.0702,3.391E-31,0.1321,0.0062,0.5656,0.0000,0.0000,1.845E-11,18.6337,0.3974,0.1971,0.0965,0.1228,2.05E-38,27.1555,0.4837,0.1535,0.1535,0.1404,8.56E-50,24.3806,0.4512,0.1665,0.1228,0.1404,4.092E-45,29.4594,0.5154,0.1436,0.1711,0.1404,6.499E-54,35.8043,0.5869,0.1204,0.2105,0.1579,3.149E-63,1.9277,0.0730,0.3981,0.0044,0.0175,1.008E-19,6.6852,0.1992,0.2956,0.0219,0.0175,3.103E-30
Paspalum_urvillei_1,228,0.9673,1.1977,500,0.9188,57,1.5526,0.9339,0.0085,10208,34.0018,45.6831,7.3026,2.7324,10.2802,55.0467,26.3604,10.3561,0.4479,7.7889,0.5577,0.7063,0.9396,0.9669,0.9076,0.5098,0.2545,0.0200,0.0256,0.0723,1.0720,1.0844,1.4990,1.5426,1.4100,0.7522,0.5400,0.0796,0.0364,0.1418,0.8930,0.8820,0.9321,0.9324,0.9208,0.8020,0.7724,0.5865,0.6121,0.6308,8.0415,0.1813,1.0000,0.0431,0.4577,0.0088,0.0000,1.032E-16,5.0000,0.1615,0.3272,0.0175,0.0000,1.292E-27,10.0000,0.2802,0.2648,0.0395,0.0351,2.265E-33,0.0883,0.0035,0.6301,0.0000,0.0000,3.632E-9,18.1128,0.3933,0.2057,0.0965,0.0351,6.131E-46,27.3278,0.4937,0.1573,0.1579,0.0526,1.295E-60,8.9496,0.2547,0.2750,0.0175,0.0351,9.52E-32,33.0023,0.5603,0.1342,0.2061,0.1404,2.163E-58,28.3044,0.5034,0.1529,0.1711,0.0526,1.174E-62,1.9154,0.0694,0.4092,0.0088,0.0000,5.846E-20,6.4823,0.1957,0.3044,0.0175,0.0175,4.695E-29
Paspalum_urvillei_2,228,1.0182,1.2470,500,0.9230,57,1.3170,0.9007,0.0135,10207,33.0140,44.0869,5.3680,3.6318,13.8993,53.3026,30.2702,9.4699,0.0266,6.9307,0.6625,0.6865,0.9896,1.0152,0.9506,0.4856,0.3076,0.0347,0.0269,0.0869,0.6103,1.1639,1.2795,1.3184,1.2006,0.8497,0.3171,0.0440,0.0489,0.0815,0.7999,0.8952,0.8983,0.9000,0.8923,0.8469,0.7046,0.5994,0.5996,0.5601,7.9816,0.1702,1.0000,0.0376,0.4428,0.0088,0.0000,1.242E-17,5.0000,0.1505,0.3118,0.0351,0.0526,1.934E-25,10.0000,0.2660,0.2494,0.0570,0.1053,1.038E-29,0.0675,0.0026,0.6350,0.0000,0.0000,5.187E-9,19.7446,0.4119,0.1809,0.0965,0.2105,3.746E-33,26.5469,0.4987,0.1489,0.1491,0.2456,4.884E-38,19.3669,0.4062,0.1830,0.0921,0.1930,1.899E-34,17.9973,0.3833,0.1908,0.0921,0.1930,1.242E-32,9.7229,0.2574,0.2521,0.0570,0.0877,8.384E-31,3.3577,0.1083,0.3463,0.0088,0.0175,2.942E-24,6.6589,0.1926,0.2867,0.0482,0.0877,7.72E-26
Paspalum_urvillei_3,228,0.9940,1.2151,500,0.9199,57,1.5004,0.9209,0.0129,10208,34.0848,47.4384,7.2422,2.8265,8.4081,55.6121,28.2929,8.5816,0.6296,6.8837,0.6002,0.6988,0.9677,0.9941,0.9211,0.5023,0.2852,0.0239,0.0187,0.0822,0.9531,1.1331,1.4687,1.5056,1.4306,0.7867,0.4321,0.0809,0.0707,0.0980,0.8549,0.8990,0.9193,0.9208,0.9150,0.8218,0.7369,0.6162,0.6416,0.5747,8.0325,0.1797,1.0000,0.0419,0.4567,0.0044,0.0175,8.02E-16,5.0000,0.1584,0.3256,0.0132,0.0175,1.8E-26,10.0000,0.2740,0.2624,0.0658,0.0351,9.175E-34,0.8751,0.0373,0.4661,0.0000,0.0175,2.755E-15,13.7967,0.3404,0.2313,0.0965,0.0351,1.029E-39,27.5897,0.4996,0.1543,0.1535,0.1404,1.723E-49,23.6145,0.4561,0.1727,0.1228,0.0877,1.114E-49,30.7328,0.5350,0.1413,0.1842,0.1404,5.613E-55,22.3117,0.4411,0.1794,0.1228,0.0526,6.648E-52,2.1269,0.0736,0.3989,0.0044,0.0175,1.157E-19,6.5428,0.1966,0.3016,0.0351,0.0175,2.051E-29
Paspalum_urvillei_4,228,1.0049,1.2245,500,0.9202,57,1.3923,0.9080,0.0124,10205,33.2008,45.3047,6.4619,4.3674,10.6652,52.9847,29.1771,10.2712,0.6068,6.9602,0.6266,0.6781,0.9748,1.0025,0.9425,0.4769,0.3071,0.0232,0.0288,0.0827,0.7818,1.1944,1.3584,1.3925,1.2845,0.8807,0.3343,0.0751,0.0334,0.1015,0.8295,0.9036,0.9052,0.9080,0.8981,0.8500,0.7071,0.5914,0.5926,0.5793,8.0026,0.1743,1.0000,0.0409,0.4456,0.0088,0.0000,1.853E-17,5.0000,0.1567,0.3165,0.0219,0.0175,1.548E-27,10.0000,0.2728,0.2544,0.0570,0.1053,6.219E-29,0.0924,0.0038,0.6062,0.0000,0.0000,5.809E-10,18.5161,0.4031,0.1945,0.0965,0.1579,2.377E-35,27.7626,0.5004,0.1491,0.1491,0.2281,4.433E-40,20.8144,0.4271,0.1820,0.1053,0.1579,1.788E-38,22.8004,0.4481,0.1719,0.1184,0.1754,2.741E-39,22.7854,0.4478,0.1719,0.1184,0.1579,2.56E-41,1.6282,0.0592,0.4096,0.0088,0.0000,6.278E-20,6.5504,0.1941,0.2928,0.0395,0.0702,2.071E-26
Paspalum_urvillei (average),228.0000,0.9953,1.2200,500.0000,0.9200,57.0000,1.4415,0.9164,0.0119,10207.2000,33.5482,45.1242,6.1539,4.0502,11.1235,54.6614,28.6833,9.6235,0.6076,6.4242,0.6071,0.6932,0.9676,0.9934,0.9325,0.4921,0.2896,0.0250,0.0258,0.0793,0.8700,1.1406,1.4022,1.4456,1.3264,0.8248,0.4039,0.0708,0.0442,0.1128,0.8480,0.8940,0.9141,0.9163,0.9062,0.8336,0.7252,0.5972,0.6090,0.5906,8.0141,0.1763,1.0000,0.0418,0.4492,0.0070,0.0070,0.0000,5.0000,0.1575,0.3204,0.0202,0.0210,0.0000,10.0000,0.2732,0.2580,0.0561,0.0702,0.0000,0.2511,0.0107,0.5806,0.0000,0.0035,0.0000,17.7608,0.3892,0.2019,0.0965,0.1123,0.0000,27.2765,0.4952,0.1526,0.1526,0.1614,0.0000,19.4252,0.3991,0.1958,0.0921,0.1228,0.0000,26.7984,0.4884,0.1564,0.1544,0.1579,0.0000,23.7857,0.4473,0.1753,0.1360,0.1017,0.0000,2.1912,0.0767,0.3924,0.0070,0.0105,0.0000,6.5839,0.1956,0.2962,0.0324,0.0421,0.0000
