variable,x,y
popDens,-1546.61142578125,7.001732592470944E-5
popDens,-1509.4927515625002,7.001732592470944E-5
popDens,-1472.37407734375,7.001732592470944E-5
popDens,-1435.2554031250002,7.001732592470944E-5
popDens,-1398.13672890625,7.001732592470944E-5
popDens,-1361.0180546875001,7.001732592470944E-5
popDens,-1323.89938046875,7.001732592470944E-5
popDens,-1286.78070625,7.001732592470944E-5
popDens,-1249.66203203125,7.001732592470944E-5
popDens,-1212.5433578125,7.001732592470944E-5
popDens,-1175.4246835937502,7.001732592470944E-5
popDens,-1138.306009375,7.001732592470944E-5
popDens,-1101.18733515625,7.001732592470944E-5
popDens,-1064.0686609375,7.001732592470944E-5
popDens,-1026.94998671875,7.001732592470944E-5
popDens,-989.8313125,7.001732592470944E-5
popDens,-952.71263828125,7.001732592470944E-5
popDens,-915.5939640625,7.001732592470944E-5
popDens,-878.47528984375,7.001732592470944E-5
popDens,-841.3566156249999,7.001732592470944E-5
popDens,-804.23794140625,7.001732592470944E-5
popDens,-767.1192671875,7.001732592470944E-5
popDens,-730.0005929687499,7.001732592470944E-5
popDens,-692.88191875,7.001732592470944E-5
popDens,-655.7632445312499,7.001732592470944E-5
popDens,-618.6445703124999,7.001732592470944E-5
popDens,-581.52589609375,7.001732592470944E-5
popDens,-544.4072218749999,7.001732592470944E-5
popDens,-507.2885476562499,7.001732592470944E-5
popDens,-470.1698734375,7.001732592470944E-5
popDens,-433.05119921874984,7.001732592470944E-5
popDens,-395.93252499999994,7.001732592470944E-5
popDens,-358.8138507812498,7.001732592470944E-5
popDens,-321.6951765624999,7.001732592470944E-5
popDens,-284.57650234375,7.001732592470944E-5
popDens,-247.45782812499988,7.001732592470944E-5
popDens,-210.33915390624998,7.001732592470944E-5
popDens,-173.22047968749985,7.001732592470944E-5
popDens,-136.10180546874972,7.001732592470944E-5
popDens,-98.98313125000004,7.001732592470944E-5
popDens,-61.86445703124991,7.001732592470944E-5
popDens,-24.745782812499783,7.001732592470944E-5
popDens,12.372891406250119,7.054497837089002E-5
popDens,49.49156562500025,7.21462129149586E-5
popDens,86.61023984375038,7.377503061434254E-5
popDens,123.72891406250005,7.543167885160074E-5
popDens,160.84758828125018,7.7116368629504E-5
popDens,197.96626250000008,7.882933277869597E-5
popDens,235.0849367187502,8.057078957790509E-5
popDens,272.20361093750034,8.234094275394455E-5
popDens,309.32228515625025,8.414000330958515E-5
popDens,346.44095937500015,8.59681676956825E-5
popDens,383.55963359375005,8.782563236309215E-5
popDens,420.6783078125002,8.97125864867121E-5
popDens,457.7969820312503,9.162921196548268E-5
popDens,494.9156562500002,9.357567614642903E-5
popDens,532.0343304687503,9.555214637657627E-5
popDens,569.1530046875,9.755879000294954E-5
popDens,606.2716789062501,9.95957525447011E-5
popDens,643.3903531250003,1.0166318679694086E-4
popDens,680.5090273437504,1.0376122372690588E-4
popDens,717.6277015625005,1.058899870258756E-4
popDens,754.7463757812502,1.0804960766108707E-4
popDens,791.8650500000003,1.1024018749594688E-4
popDens,828.9837242187505,1.1246183566981927E-4
popDens,866.1023984375006,1.147146467701532E-4
popDens,903.2210726562503,1.1699869355652481E-4
popDens,940.339746875,1.1931406334042549E-4
popDens,977.4584210937501,1.2166082160547376E-4
popDens,1014.5770953125002,1.240390120074153E-4
popDens,1051.6957695312503,1.2644869275391102E-4
popDens,1088.8144437500005,1.2888987839687616E-4
popDens,1125.9331179687501,1.313626125920564E-4
popDens,1163.0517921875003,1.3386689533945173E-4
popDens,1200.1704664062504,1.364027411909774E-4
popDens,1237.2891406250005,1.3897013559471816E-4
popDens,1274.4078148437507,1.4156904944684356E-4
popDens,1311.5264890625008,1.4419945364352316E-4
popDens,1348.64516328125,1.4686128997709602E-4
popDens,1385.7638375000001,1.495545293437317E-4
popDens,1422.8825117187503,1.5227909898385406E-4
popDens,1460.0011859375004,1.5503489703405648E-4
popDens,1497.1198601562505,1.5782183618284762E-4
popDens,1534.2385343750002,1.6063981456682086E-4
popDens,1571.3572085937503,1.6348870121873915E-4
popDens,1608.4758828125005,1.6636837972328067E-4
popDens,1645.5945570312506,1.692786900093779E-4
popDens,1682.7132312500007,1.7221947200596333E-4
popDens,1719.8319054687508,1.7519055109005421E-4
popDens,1756.9505796875,1.781917380867526E-4
popDens,1794.0692539062502,1.812228438211605E-4
popDens,1831.1879281250003,1.842836500145495E-4
popDens,1868.3066023437505,1.8737389473244548E-4
popDens,1905.4252765625006,1.9049335969612002E-4
popDens,1942.5439507812503,1.9364178297109902E-4
popDens,1979.6626250000004,1.9681888807099313E-4
popDens,2016.7812992187505,2.0002438395749778E-4
popDens,2053.8999734375006,2.0325796504039317E-4
popDens,2091.018647656251,2.0651932572945952E-4
popDens,2128.1373218750005,2.0980810222681612E-4
popDens,2165.2559960937506,2.1312398894224316E-4
popDens,2202.3746703125003,2.1646656387019902E-4
popDens,2239.4933445312504,2.1983549231663346E-4
popDens,2276.6120187500005,2.2323035227600485E-4
popDens,2313.73069296875,2.266507362946868E-4
popDens,2350.8493671875003,2.3009622236713767E-4
popDens,2387.9680414062504,2.3356638848781586E-4
popDens,2425.0867156250006,2.370607398916036E-4
popDens,2462.2053898437507,2.405788254691288E-4
popDens,2499.324064062501,2.4412016500718892E-4
