variable,x,y
roadDens,-0.08199999928474426,2.0571549612213857E-5
roadDens,-0.08003199930191039,2.0571549612213857E-5
roadDens,-0.07806399931907654,2.0571549612213857E-5
roadDens,-0.07609599933624267,2.0571549612213857E-5
roadDens,-0.07412799935340882,2.0571549612213857E-5
roadDens,-0.07215999937057495,2.0571549612213857E-5
roadDens,-0.0701919993877411,2.0571549612213857E-5
roadDens,-0.06822399940490723,2.0571549612213857E-5
roadDens,-0.06625599942207336,2.0571549612213857E-5
roadDens,-0.0642879994392395,2.0571549612213857E-5
roadDens,-0.062319999456405636,2.0571549612213857E-5
roadDens,-0.06035199947357178,2.0571549612213857E-5
roadDens,-0.058383999490737915,2.0571549612213857E-5
roadDens,-0.05641599950790405,2.0571549612213857E-5
roadDens,-0.05444799952507019,2.0571549612213857E-5
roadDens,-0.052479999542236325,2.0571549612213857E-5
roadDens,-0.050511999559402464,2.0571549612213857E-5
roadDens,-0.04854399957656861,2.0571549612213857E-5
roadDens,-0.04657599959373474,2.0571549612213857E-5
roadDens,-0.04460799961090088,2.0571549612213857E-5
roadDens,-0.04263999962806701,2.0571549612213857E-5
roadDens,-0.04067199964523315,2.0571549612213857E-5
roadDens,-0.0387039996623993,2.0571549612213857E-5
roadDens,-0.03673599967956543,2.0571549612213857E-5
roadDens,-0.03476799969673157,2.0571549612213857E-5
roadDens,-0.03279999971389771,2.0571549612213857E-5
roadDens,-0.03083199973106384,2.0571549612213857E-5
roadDens,-0.028863999748229986,2.0571549612213857E-5
roadDens,-0.026895999765396125,2.0571549612213857E-5
roadDens,-0.024927999782562257,2.0571549612213857E-5
roadDens,-0.022959999799728396,2.0571549612213857E-5
roadDens,-0.02099199981689453,2.0571549612213857E-5
roadDens,-0.019023999834060668,2.0571549612213857E-5
roadDens,-0.017055999851226814,2.0571549612213857E-5
roadDens,-0.01508799986839296,2.0571549612213857E-5
roadDens,-0.013119999885559078,2.0571549612213857E-5
roadDens,-0.011151999902725224,2.0571549612213857E-5
roadDens,-0.009183999919891356,2.0571549612213857E-5
roadDens,-0.007215999937057502,2.0571549612213857E-5
roadDens,-0.005247999954223648,2.0571549612213857E-5
roadDens,-0.003279999971389766,2.0571549612213857E-5
roadDens,-0.001311999988555912,2.0571549612213857E-5
roadDens,6.55999994277956E-4,2.0775001758011058E-5
roadDens,0.00262399997711181,2.1395215298980474E-5
roadDens,0.004591999959945664,2.2030399122741073E-5
roadDens,0.006559999942779532,2.2680793335894123E-5
roadDens,0.0085279999256134,2.3346630769083276E-5
roadDens,0.010495999908447268,2.4028147890930995E-5
roadDens,0.012463999891281122,2.472558117005974E-5
roadDens,0.014431999874114976,2.543916525610257E-5
roadDens,0.016399999856948844,2.6169131160713732E-5
roadDens,0.01836799983978271,2.6915713533526286E-5
roadDens,0.02033599982261658,2.767914156720508E-5
roadDens,0.022303999805450433,2.8459642635425553E-5
roadDens,0.024271999788284288,2.9257445930852555E-5
roadDens,0.026239999771118155,3.0072773370193318E-5
roadDens,0.02820799975395201,3.090584868914448E-5
roadDens,0.03017599973678589,3.175689198542386E-5
roadDens,0.032143999719619745,3.26261215377599E-5
roadDens,0.0341119997024536,3.35137483489234E-5
roadDens,0.03607999968528747,3.441998705966398E-5
roadDens,0.03804799966812132,3.534504503477365E-5
roadDens,0.0400159996509552,3.628912236308679E-5
roadDens,0.04198399963378906,3.7252422771416605E-5
roadDens,0.043951999616622925,3.8235142710618675E-5
roadDens,0.045919999599456765,3.923747135559097E-5
roadDens,0.04788799958229063,4.0259601519210264E-5
roadDens,0.0498559995651245,4.13017078244593E-5
roadDens,0.05182399954795834,4.236397217027843E-5
roadDens,0.05379199953079224,4.3446569179650396E-5
roadDens,0.055759999513626105,4.454966256162152E-5
roadDens,0.057727999496459945,4.5673412387259305E-5
roadDens,0.05969599947929381,4.6817975089652464E-5
roadDens,0.06166399946212765,4.7983499825932086E-5
roadDens,0.06363199944496155,4.917012483929284E-5
roadDens,0.06559999942779542,5.037799564888701E-5
roadDens,0.06756799941062926,5.160722867003642E-5
roadDens,0.06953599939346312,5.285795123199932E-5
roadDens,0.07150399937629696,5.413027247413993E-5
roadDens,0.07347199935913086,5.542430517380126E-5
roadDens,0.07543999934196473,5.674014028045349E-5
roadDens,0.07740799932479857,5.80778723815456E-5
roadDens,0.07937599930763244,5.9437574236653745E-5
roadDens,0.08134399929046628,6.081932951929048E-5
roadDens,0.08331199927330017,6.22231891611591E-5
roadDens,0.08527999925613401,6.364921136992052E-5
roadDens,0.08724799923896788,6.509743980132043E-5
roadDens,0.08921599922180175,6.65679108351469E-5
roadDens,0.09118399920463559,6.806064629927278E-5
roadDens,0.09315199918746948,6.957566074561328E-5
roadDens,0.09511999917030332,7.111295417416841E-5
roadDens,0.09708799915313719,7.267252658493817E-5
roadDens,0.09905599913597106,7.425434159813449E-5
roadDens,0.1010239991188049,7.585839193779975E-5
roadDens,0.1029919991016388,7.748461212031543E-5
roadDens,0.10495999908447264,7.913297304185107E-5
roadDens,0.1069279990673065,8.080339466687292E-5
roadDens,0.10889599905014037,8.249580423580483E-5
roadDens,0.11086399903297421,8.421010716119781E-5
roadDens,0.11283199901580811,8.594620885560289E-5
roadDens,0.11479999899864195,8.770398562774062E-5
roadDens,0.11676799898147582,8.948332106228918E-5
roadDens,0.11873599896430968,9.128405508818105E-5
roadDens,0.12070399894714352,9.310604946222156E-5
roadDens,0.12267199892997742,9.49491368373856E-5
roadDens,0.12463999891281126,9.681312076281756E-5
roadDens,0.1266079988956451,9.869782661553472E-5
roadDens,0.12857599887847898,1.0060302884085104E-4
roadDens,0.13054399886131285,1.0252850916003808E-4
roadDens,0.13251199884414672,1.0447404201840982E-4
roadDens,0.13447999882698058,1.0643935820553452E-4
roadDens,0.13644799880981445,1.0842418851098046E-4
roadDens,0.13841599879264826,1.1042827100027353E-4
roadDens,0.14038399877548213,1.1245130735915154E-4
roadDens,0.14235199875831606,1.1449297744547948E-4
roadDens,0.14431999874114987,1.1655295384116471E-4
roadDens,0.14628799872398374,1.1863090912811458E-4
roadDens,0.1482559987068176,1.2072650133632123E-4
roadDens,0.15022399868965147,1.2283932301215827E-4
roadDens,0.15219199867248534,1.24969010357745E-4
roadDens,0.1541599986553192,1.2711518502328545E-4
roadDens,0.15612799863815308,1.292774104513228E-4
roadDens,0.1580959986209869,1.314552646363154E-4
roadDens,0.16006399860382076,1.3364828191697598E-4
roadDens,0.16203199858665468,1.3585604028776288E-4
roadDens,0.1639999985694885,1.3807805953547359E-4
roadDens,0.16596799855232236,1.403138303430751E-4
roadDens,0.16793599853515623,1.4256285794544965E-4
roadDens,0.1699039985179901,1.4482463302556425E-4
roadDens,0.17187199850082396,1.470986462663859E-4
roadDens,0.17383999848365778,1.4938430103939027E-4
roadDens,0.17580799846649164,1.5168105892371386E-4
roadDens,0.1777759984493255,1.5398836694657803E-4
roadDens,0.17974399843215938,1.563056284794584E-4
roadDens,0.18171199841499325,1.5863221779000014E-4
roadDens,0.18367999839782712,1.609675382496789E-4
roadDens,0.18564799838066093,1.6331096412613988E-4
roadDens,0.18761599836349485,1.6566186968702823E-4
roadDens,0.18958399834632872,1.68019556440413E-4
roadDens,0.1915519983291626,1.703833695501089E-4
roadDens,0.19351999831199646,1.727526541799307E-4
roadDens,0.19548799829483027,1.7512671183794737E-4
roadDens,0.19745599827766414,1.77504844032228E-4
roadDens,0.199423998260498,1.798863086150959E-4
roadDens,0.20139199824333187,1.822703779907897E-4
roadDens,0.20335999822616574,1.8465635366737843E-4
roadDens,0.20532799820899955,1.8704346439335495E-4
roadDens,0.20729599819183347,1.8943095346912742E-4
roadDens,0.20926399817466734,1.918180350912735E-4
roadDens,0.2112319981575012,1.942039525602013E-4
roadDens,0.21319999814033508,1.9658793462440372E-4
roadDens,0.2151679981231689,1.9896915182471275E-4
roadDens,0.21713599810600276,2.0134680380579084E-4
roadDens,0.21910399808883663,2.0372010476421565E-4
roadDens,0.2210719980716705,2.0608821068890393E-4
roadDens,0.22303999805450436,2.084503066726029E-4
roadDens,0.22500799803733817,2.108055487042293E-4
roadDens,0.2269759980201721,2.131530927726999E-4
roadDens,0.22894399800300597,2.1549213852267712E-4
roadDens,0.23091199798583983,2.178217691835016E-4
roadDens,0.2328799979686737,2.2014116984792054E-4
roadDens,0.23484799795150751,2.2244946740102023E-4
roadDens,0.23681599793434138,2.2474583238363266E-4
roadDens,0.23878399791717525,2.2702934802509844E-4
roadDens,0.24075199790000912,2.2929917031433433E-4
roadDens,0.24271999788284293,2.3155442613642663E-4
roadDens,0.2446879978656768,2.3379425692837685E-4
roadDens,0.24665599784851072,2.3601776047144085E-4
roadDens,0.2486239978313446,2.3822407820262015E-4
roadDens,0.25059199781417846,2.4041233700700104E-4
roadDens,0.25255999779701227,2.4258166376966983E-4
roadDens,0.25452799777984614,2.447311708237976E-4
roadDens,0.25649599776268,2.4686005781404674E-4
roadDens,0.2584639977455139,2.48967349762097E-4
roadDens,0.26043199772834774,2.5105226086452603E-4
roadDens,0.26239999771118155,2.531138889025897E-4
roadDens,0.2643679976940154,2.5515136076137424E-4
roadDens,0.26633599767684935,2.5716389063745737E-4
roadDens,0.2683039976596832,2.591505763120949E-4
roadDens,0.2702719976425171,2.611106028780341E-4
roadDens,0.2722399976253509,2.630431263241917E-4
roadDens,0.27420799760818476,2.649473608471453E-4
