variable,x,y
roadDens,-0.08199999928474426,1.7869097064249218E-5
roadDens,-0.08003199930191039,1.7869097064249218E-5
roadDens,-0.07806399931907654,1.7869097064249218E-5
roadDens,-0.07609599933624267,1.7869097064249218E-5
roadDens,-0.07412799935340882,1.7869097064249218E-5
roadDens,-0.07215999937057495,1.7869097064249218E-5
roadDens,-0.0701919993877411,1.7869097064249218E-5
roadDens,-0.06822399940490723,1.7869097064249218E-5
roadDens,-0.06625599942207336,1.7869097064249218E-5
roadDens,-0.0642879994392395,1.7869097064249218E-5
roadDens,-0.062319999456405636,1.7869097064249218E-5
roadDens,-0.06035199947357178,1.7869097064249218E-5
roadDens,-0.058383999490737915,1.7869097064249218E-5
roadDens,-0.05641599950790405,1.7869097064249218E-5
roadDens,-0.05444799952507019,1.7869097064249218E-5
roadDens,-0.052479999542236325,1.7869097064249218E-5
roadDens,-0.050511999559402464,1.7869097064249218E-5
roadDens,-0.04854399957656861,1.7869097064249218E-5
roadDens,-0.04657599959373474,1.7869097064249218E-5
roadDens,-0.04460799961090088,1.7869097064249218E-5
roadDens,-0.04263999962806701,1.7869097064249218E-5
roadDens,-0.04067199964523315,1.7869097064249218E-5
roadDens,-0.0387039996623993,1.7869097064249218E-5
roadDens,-0.03673599967956543,1.7869097064249218E-5
roadDens,-0.03476799969673157,1.7869097064249218E-5
roadDens,-0.03279999971389771,1.7869097064249218E-5
roadDens,-0.03083199973106384,1.7869097064249218E-5
roadDens,-0.028863999748229986,1.7869097064249218E-5
roadDens,-0.026895999765396125,1.7869097064249218E-5
roadDens,-0.024927999782562257,1.7869097064249218E-5
roadDens,-0.022959999799728396,1.7869097064249218E-5
roadDens,-0.02099199981689453,1.7869097064249218E-5
roadDens,-0.019023999834060668,1.7869097064249218E-5
roadDens,-0.017055999851226814,1.7869097064249218E-5
roadDens,-0.01508799986839296,1.7869097064249218E-5
roadDens,-0.013119999885559078,1.7869097064249218E-5
roadDens,-0.011151999902725224,1.7869097064249218E-5
roadDens,-0.009183999919891356,1.7869097064249218E-5
roadDens,-0.007215999937057502,1.7869097064249218E-5
roadDens,-0.005247999954223648,1.7869097064249218E-5
roadDens,-0.003279999971389766,1.7869097064249218E-5
roadDens,-0.001311999988555912,1.7869097064249218E-5
roadDens,6.55999994277956E-4,1.8054730389849283E-5
roadDens,0.00262399997711181,1.8621170966071077E-5
roadDens,0.004591999959945664,1.920211798278615E-5
roadDens,0.006559999942779532,1.9797820641542785E-5
roadDens,0.0085279999256134,2.0408535419846885E-5
roadDens,0.010495999908447268,2.103450970025733E-5
roadDens,0.012463999891281122,2.1675999960280024E-5
roadDens,0.014431999874114976,2.2333253582473844E-5
roadDens,0.016399999856948844,2.300652522535529E-5
roadDens,0.01836799983978271,2.3696064090472646E-5
roadDens,0.02033599982261658,2.4402117560384795E-5
roadDens,0.022303999805450433,2.512493847461883E-5
roadDens,0.024271999788284288,2.5864770577754825E-5
roadDens,0.026239999771118155,2.662185943336226E-5
roadDens,0.02820799975395201,2.7396450605010614E-5
roadDens,0.03017599973678589,2.8188786018290557E-5
roadDens,0.032143999719619745,2.8999103960813954E-5
roadDens,0.0341119997024536,2.9827644539182074E-5
roadDens,0.03607999968528747,3.067464058403857E-5
roadDens,0.03804799966812132,3.154032310703769E-5
roadDens,0.0400159996509552,3.242492311983369E-5
roadDens,0.04198399963378906,3.332866617711261E-5
roadDens,0.043951999616622925,3.425177055760287E-5
roadDens,0.045919999599456765,3.51944581780117E-5
roadDens,0.04788799958229063,3.615694367908873E-5
roadDens,0.0498559995651245,3.713943442562595E-5
roadDens,0.05182399954795834,3.814213414443657E-5
roadDens,0.05379199953079224,3.916524292435497E-5
roadDens,0.055759999513626105,4.020896085421555E-5
