"name","decimalLongitude","decimalLatitude"
"bias",17.89778,-30.36667
"bias",17.89778,-30.3666
"bias",18.375,-34.125
"bias",18.375,-33.875
"bias",18.375,-31.625
"bias",18.4,-33.96667
"bias",18.4,-33.9666
"bias",18.625,-33.875
"bias",18.85139,-33.93361
"bias",18.85139,-33.9336
"bias",18.87333,-33.943
"bias",18.875,-34.375
"bias",18.875,-34.125
"bias",18.875,-33.875
"bias",18.875,-31.875
"bias",18.87862,-33.6363
"bias",18.8786201477051,-33.6363716125488
"bias",18.9252796173096,-32.3636093139648
"bias",18.92528,-32.3636
"bias",19.02222,-34.2691
"bias",19.125,-32.125
"bias",19.13417,-34.2063
"bias",19.1341705322266,-34.2063903808594
"bias",19.28333,-33.28333
"bias",19.28333,-33.2833
"bias",19.375,-34.375
"bias",19.375,-33.375
"bias",19.45,-34.22
"bias",19.5427799224854,-34.2200012207031
"bias",19.54278,-34.22
"bias",19.57056,-34.4127
"bias",19.5705604553223,-34.4127807617188
"bias",19.69556,-34.6925
"bias",19.6955604553223,-34.6925010681152
"bias",19.7824993133545,-34.4127807617188
"bias",19.7825,-34.4127
"bias",19.94083,-34.1558
"bias",19.9408302307129,-34.1558303833008
"bias",20.09139,-33.818
"bias",20.0913906097412,-33.8180618286133
"bias",20.22278,-34.6697
"bias",20.2227802276611,-34.6697196960449
"bias",20.336669921875,-28.5908298492432
"bias",20.33667,-28.5908
"bias",20.3416690826416,-28.5816707611084
"bias",20.34167,-28.5816
"bias",20.44083,-34.0502
"bias",20.4408302307129,-34.0502815246582
"bias",20.5052795410156,-34.0316696166992
"bias",20.50528,-34.0316
"bias",20.55833,-32.8588
"bias",20.5583305358887,-32.8588905334473
"bias",20.60861,-34.2588
"bias",20.6086101531982,-34.2588882446289
"bias",20.63972,-34.0044
"bias",20.639720916748,-34.0044403076172
"bias",20.69556,-34.4225
"bias",20.6955604553223,-34.4225006103516
"bias",20.81167,-34.0272
"bias",20.8116703033447,-34.0272216796875
"bias",20.8330593109131,-34.040828704834
"bias",20.83306,-34.0408
"bias",20.99444,-34.2544
"bias",20.9944400787354,-34.2544403076172
"bias",21.02139,-34.1044
"bias",21.021390914917,-34.1044387817383
"bias",21.25806,-34.1044
"bias",21.2580604553223,-34.1044387817383
"bias",21.2847194671631,-34.0588912963867
"bias",21.28472,-34.0588
"bias",21.30083,-34.1636
