"name","decimalLongitude","decimalLatitude"
"Paspalum urvillei",152.884,-31.08275
"Paspalum urvillei",151.0907,-33.75286
"Paspalum urvillei",150.8451,-33.98939
"Paspalum urvillei",150.7622,-34.01205
"Paspalum urvillei",139.0281,35.24078
"Paspalum urvillei",-97.40434,32.83503
"Paspalum urvillei",-97.30344,32.73558
"Paspalum urvillei",151.8373,-32.83755
"Paspalum urvillei",-97.50966,32.7335
"Paspalum urvillei",139.4905,35.4491
"Paspalum urvillei",-97.50965,32.73289
"Paspalum urvillei",153.1318,-30.18497
"Paspalum urvillei",-95.28739,30.02155
"Paspalum urvillei",-8.70646,40.15498
"Paspalum urvillei",151.4934,-33.25068
"Paspalum urvillei",151.1119,-33.99865
"Paspalum urvillei",151.0223,-33.95872
"Paspalum urvillei",139.2281,35.29078
"Paspalum urvillei",139.4781,35.39077
"Paspalum urvillei",150.8538,-33.76004
"Paspalum urvillei",150.764,-34.04972
"Paspalum urvillei",152.5279,-32.2044
"Paspalum urvillei",151.5804,-32.94551
"Paspalum urvillei",-53.74728,-23.90114
"Paspalum urvillei",151.1924,-33.76529
"Paspalum urvillei",150.8042,-33.63772
"Paspalum urvillei",150.8641,-33.93948
"Paspalum urvillei",151.4713,-33.26769
"Paspalum urvillei",-49.03389,-26.90611
"Paspalum urvillei",151.6621,-32.83873
"Paspalum urvillei",-97.76392,30.45612
"Paspalum urvillei",153.467,-28.20018
"Paspalum urvillei",152.7216,-31.63362
"Paspalum urvillei",152.8525,-31.55816
"Paspalum urvillei",151.0057,-33.76426
"Paspalum urvillei",150.849,-33.95219
"Paspalum urvillei",151.2583,-33.73168
"Paspalum urvillei",23.00363,-33.98614
"Paspalum urvillei",-59.42028,-31.02028
"Paspalum urvillei",150.7585,-34.04715
"Paspalum urvillei",151.8577,-32.80727
"Paspalum urvillei",153.3142,-28.81901
"Paspalum urvillei",121.1604,24.25226
"Paspalum urvillei",152.5651,-28.88566
"Paspalum urvillei",150.9371,-33.58256
"Paspalum urvillei",151.3354,-33.5102
"Paspalum urvillei",151.9116,-32.78483
"Paspalum urvillei",151.2408,-33.7143
"Paspalum urvillei",150.9113,-33.54657
"Paspalum urvillei",150.93,-33.699
"Paspalum urvillei",151.9092,-32.78349
"Paspalum urvillei",151.6272,-32.9167
"Paspalum urvillei",150.7329,-33.62791
"Paspalum urvillei",151.3354,-33.5102
"Paspalum urvillei",151.5917,-33.17558
"Paspalum urvillei",150.6975,-33.71986
